,0,1,2,3,4,5,6,7
"Start-end time, sec","(10.5, 181.5)","(183.5, 515.5)","(516.5, 762.5)","(763.5, 1204.5)","(1205.5, 1516.5)","(1517.5, 1655.5)","(1656.5, 2110.5)","(2111.5, 2345.5)"
"Time length, sec",171.0,332.0,246.0,441.0,311.0,138.0,454.0,234.0
Number of epochs,152,289,205,379,263,122,393,214
