,0,1,2,3,4,5,6,7
"Start-end time, sec","(10.5, 72.5)","(73.5, 411.5)","(412.5, 666.5)","(668.5, 853.5)","(854.5, 1086.5)","(1087.5, 1333.5)","(1334.5, 2044.5)","(2045.5, 2345.5)"
"Time length, sec",62.0,338.0,254.0,185.0,232.0,246.0,710.0,300.0
Number of epochs,54,294,219,155,198,205,621,271
