,0,1,2,3,4,5,6,7,8
"Start-end time, sec","(9.9, 48.3)","(49.1, 221.9)","(222.7, 293.9)","(295.5, 422.7)","(424.3, 505.9)","(506.7, 620.3)","(621.1, 762.7)","(763.5, 876.3)","(877.1, 938.7)"
"Time length, sec",38.4,172.8,71.19999999999999,127.19999999999999,81.59999999999997,113.59999999999997,141.60000000000002,112.79999999999995,61.60000000000002
Number of epochs,44,194,78,141,96,129,164,129,71
