St_len_min,K_nb_max,N_cl_max,Cl_cen,Len_min,St_edges,N_stages,Longest_stage,Shortest_stage,Avg_stage_length,Ward_dist,Cen_dist,Silh,Cal-Har,Dav-Bold,Avg-Silh,Avg-Cal-Har,Avg-Dav-Bold
0,35,10,Median,40,[   0  200  681 1046],3,481,200,348.6666666666667,2902.6788729649243,3.9674559,0.013690421,26.60047820073182,8.373772270066029,0.030693575739860535,25.077805505624895,7.105884551645577
0,35,10,Mode,40,[   0   92  554 1046],3,492,92,348.6666666666667,2780.8543394888234,4.664554,-0.033876162,24.1245813996951,5.11265722084218,0.011095247231423855,23.667344544499727,4.618059147198814
0,35,10,Median,40,[   0  200  554 1046],3,492,200,348.6666666666667,3487.4994429233175,4.696636,0.012828911,33.223634482451565,5.3334963939493845,0.04141557961702347,31.513259558423645,4.775030228491682
0,35,10,Mode,40,[   0   92  554  918 1046],4,462,92,261.5,1833.9168148702422,3.7737074,-0.034346346,17.150233510464027,8.022579114503667,0.017769327387213707,15.805411880051155,6.875429541582587
0,35,10,Median,40,[   0  194  510  681  918 1046],5,316,128,209.2,3782.842474697746,5.7452025,0.009725122,27.894693586877672,6.286502090983754,0.06880253553390503,34.04291005153644,4.003656558282246
0,35,10,Mode,40,[   0   92  554  667  918 1046],5,462,92,209.2,3487.4448383224303,6.1699786,-0.0277981,23.073587937960703,6.1201084395496546,0.058517515659332275,30.235836538625176,3.890621982290366
0,35,10,Median,40,[   0   92  219  552  681  918 1046],6,333,92,174.33333333333334,2938.423034975104,5.562991,-0.025291903,24.073379823232063,6.437472278038649,0.06269411742687225,26.11207227105941,4.106771270343486
0,35,10,Mode,40,[   0   92  219  554  667  918 1046],6,335,92,174.33333333333334,2901.5785194995215,5.6323376,-0.024749676,23.938979405225407,6.324132865737795,0.0658198818564415,25.842036130226955,4.159688235253918
0,35,10,Median,40,[   0   92  219  552  675  829  970 1046],7,333,76,149.42857142857142,3014.6888000590393,6.2053967,-0.0205505,23.88099119315208,5.97609507145698,0.07082816958427429,26.53596454444723,3.4683779697414434
0,35,10,Mode,40,[   0   92  219  554  667  783  918 1046],7,335,92,149.42857142857142,2614.063378006383,5.733626,-0.021117952,22.90101618665153,6.379744950280932,0.06806039065122604,23.73182720632319,4.013549783708758
0,35,10,Median,40,[   0   92  219  347  552  675  829  970 1046],8,205,76,130.75,2356.8474931837604,5.6547,-0.023981282,22.015102918559297,5.901479918455429,0.06008552759885788,20.785594517908642,3.854990272744755
0,35,10,Mode,40,[   0   92  219  349  554  667  783  918 1046],8,205,92,130.75,2013.7795645026815,5.2487726,-0.023237333,21.14864406337703,6.260868839262741,0.05765003338456154,18.380071098699368,4.3246600704707365
0,35,10,Median,40,[   0   92  219  347  552  675  829  918  977 1046],9,205,59,116.22222222222223,2109.7577043464735,5.8181095,-0.023001194,20.789598504513826,5.826467706367119,0.062201160937547684,18.51389068461225,3.836928302999318
0,35,10,Mode,40,[   0   92  219  349  554  667  783  918  977 1046],9,205,59,116.22222222222223,2230.871055519055,6.157021,-0.019072773,21.778302160935898,6.202707165603314,0.07145732641220093,19.71712263465124,3.6171523882597434
0,35,10,Median,40,[   0   92  219  347  503  554  675  829 1046],8,217,51,130.75,1728.8783792411728,5.1418214,-0.027132545,21.101778537638886,5.295307535336781,0.052891697734594345,15.526101427787664,4.1576601610782165
0,35,10,Mode,40,[   0   92  219  349  505  554  667  783  918 1046],9,156,49,116.22222222222223,1477.4640076605924,5.0081015,-0.023247577,19.521574592687866,6.4183666467747535,0.05402142554521561,13.553924290659248,4.395103216734096
0,35,10,Median,40,[   0   92  151  219  347  503  554  675  829  918  977 1046],11,156,51,95.0909090909091,1426.2002810990184,5.2405453,-0.02511697,18.125387586624516,5.682167106119135,0.059204816818237305,12.475031963273702,4.275823780085332
0,35,10,Mode,40,[   0  136  219  349  505  554  667  783  918  977 1046],10,156,49,104.6,1722.267921895961,5.9066253,-0.004767685,20.719307623103436,6.081815439675288,0.0706954374909401,15.333646835619245,3.690627565842694
0,35,10,Median,40,[   0   92  151  219  347  503  554  675  783  842  918  977 1046],12,156,51,87.16666666666667,1344.0561328272256,5.4314594,-0.024389945,18.503908591812053,5.456378041670128,0.06329495459794998,12.080022877483794,4.123528446522844
0,35,10,Mode,40,[   0  136  219  349  505  554  667  783  842  918  977 1046],11,156,49,95.0909090909091,1556.3631828794519,5.8405156,-0.00809918,20.312050221294953,5.165336964968762,0.06872548162937164,14.148874727385564,3.7378318825870984
