Dimension,unique_values,score,normalized_score,IV,normalized_iv,QSDA_IDX,IV_IDX,IDX_DIFF
dim-2,1012.7698412698413,1.3810624716859201,0.3454459651073806,0.3456365133913702,0.10574553872861144,2669.7826617826618,3375.3956043956046,-705.6129426129426
dim-3,728.3333333333334,1.4139889341511058,0.35456180029104656,0.2690234993319093,0.07397967905763866,2473.0,3569.5,-1096.5
all,1045.9978632478633,1.5327181696480252,0.3874325085676174,0.7060452563435519,0.255180901549935,2311.16452991453,1527.551282051282,783.6132478632478
dim-1,1045.9810744810745,1.6105739724072567,0.40898722817333194,0.5984745346785673,0.2105791261066257,2128.8821733821733,1770.6300366300366,358.2521367521368
norm-1,1045.979020979021,1.6361132131886058,0.41605787871542704,0.5829804900828394,0.20415486970050528,2046.041958041958,1754.6573426573427,291.38461538461536
norm-2,1045.981351981352,1.651547433416743,0.42033091010884993,0.5854240899411082,0.2051680533109234,2009.869463869464,1722.4685314685314,287.4009324009324
