name,unique_values,score,normalized_score,IV,normalized_iv,QSDA_IDX,IV_IDX,IDX_DIFF,Source,Algorithm,Dimension,Stat
channel-0 landscape dim-1 max,1046,2.0485833419512147,0.5302520383814102,0.4997119636524364,0.1696294518185779,866,2199,-1333,channel-0,landscape,dim-1,max
channel-0 landscape dim-1 mean,1046,2.4578664251270856,0.64356385053368,0.5019065771675115,0.17053939885313507,344,2184,-1840,channel-0,landscape,dim-1,mean
channel-0 landscape dim-1 std,1046,2.2358986421156826,0.58211109871878,0.5222255999508316,0.17896422372538587,618,2038,-1420,channel-0,landscape,dim-1,std
channel-0 landscape dim-1 sum,1046,2.4578664251270856,0.64356385053368,0.5019065771675115,0.17053939885313507,343,2181,-1838,channel-0,landscape,dim-1,sum
channel-0 landscape dim-1 norm-1,1046,2.4578664251270856,0.64356385053368,0.5019065771675115,0.17053939885313507,346,2183,-1837,channel-0,landscape,dim-1,norm-1
channel-0 landscape dim-1 norm-2,1046,2.281222359224244,0.5946591680872886,0.5203843297575564,0.17820078253600086,563,2071,-1508,channel-0,landscape,dim-1,norm-2
channel-0 landscape dim-2 max,1026,1.1183805035884415,0.2727213130306665,0.18296868252045384,0.0382989886631535,3453,4295,-842,channel-0,landscape,dim-2,max
channel-0 landscape dim-2 mean,1026,1.49672936365884,0.377468850181867,0.18571596650248046,0.03943808805143285,2255,4276,-2021,channel-0,landscape,dim-2,mean
channel-0 landscape dim-2 std,1026,1.2904461234244315,0.3203584326531787,0.1727195803706352,0.03404942943824269,2893,4417,-1524,channel-0,landscape,dim-2,std
channel-0 landscape dim-2 sum,1026,1.49672936365884,0.3774688501818671,0.18571596650248046,0.03943808805143285,2256,4274,-2018,channel-0,landscape,dim-2,sum
channel-0 landscape dim-2 norm-1,1026,1.49672936365884,0.3774688501818671,0.18571596650248046,0.03943808805143285,2257,4275,-2018,channel-0,landscape,dim-2,norm-1
channel-0 landscape dim-2 norm-2,1026,1.3013439170473906,0.323375534494518,0.16765877048914998,0.03195107867512088,2864,4442,-1578,channel-0,landscape,dim-2,norm-2
channel-0 silhouette-1 dim-1 max,1046,2.45492736198752,0.6427501580453662,0.5680373732522995,0.19795904307609563,349,1646,-1297,channel-0,silhouette-1,dim-1,max
channel-0 silhouette-1 dim-1 mean,1046,2.678182289612172,0.704559261477581,0.546990812648784,0.18923256104304295,165,1818,-1653,channel-0,silhouette-1,dim-1,mean
channel-0 silhouette-1 dim-1 std,1046,2.557773356435826,0.6712235215499414,0.5489572187095525,0.19004788699972755,260,1793,-1533,channel-0,silhouette-1,dim-1,std
channel-0 silhouette-1 dim-1 sum,1046,2.678182289612171,0.7045592614775809,0.546990812648784,0.18923256104304295,167,1816,-1649,channel-0,silhouette-1,dim-1,sum
channel-0 silhouette-1 dim-1 norm-1,1046,2.678182289612171,0.7045592614775809,0.546990812648784,0.18923256104304295,166,1817,-1651,channel-0,silhouette-1,dim-1,norm-1
channel-0 silhouette-1 dim-1 norm-2,1046,2.580263253123127,0.6774499478390054,0.5483975804647403,0.1898158456139466,232,1797,-1565,channel-0,silhouette-1,dim-1,norm-2
channel-0 silhouette-1 dim-2 max,1026,0.9872149212088804,0.2364075477117873,0.1934358313130663,0.042638956014434855,3790,4187,-397,channel-0,silhouette-1,dim-2,max
channel-0 silhouette-1 dim-2 mean,1026,1.8465563517539751,0.4743199822962061,0.1785139210302297,0.03645192220710356,1271,4353,-3082,channel-0,silhouette-1,dim-2,mean
channel-0 silhouette-1 dim-2 std,1026,1.5929347299490813,0.4041037267287578,0.19043949975502455,0.04139659466148523,1987,4209,-2222,channel-0,silhouette-1,dim-2,std
channel-0 silhouette-1 dim-2 sum,1026,1.8465563517539751,0.4743199822962061,0.1785139210302297,0.03645192220710356,1272,4352,-3080,channel-0,silhouette-1,dim-2,sum
channel-0 silhouette-1 dim-2 norm-1,1026,1.8465563517539751,0.4743199822962061,0.1785139210302297,0.03645192220710356,1273,4351,-3078,channel-0,silhouette-1,dim-2,norm-1
channel-0 silhouette-1 dim-2 norm-2,1026,1.1993967666597771,0.2951510199005039,0.1850351294730359,0.039155794321031494,3207,4283,-1076,channel-0,silhouette-1,dim-2,norm-2
channel-0 silhouette-2 dim-1 max,1046,2.325309617468121,0.6068649184097181,0.42789353883064724,0.13985156052051925,499,2754,-2255,channel-0,silhouette-2,dim-1,max
channel-0 silhouette-2 dim-1 mean,1046,2.619170370117245,0.6882215533938079,0.48932128872994796,0.1653211926340705,207,2291,-2084,channel-0,silhouette-2,dim-1,mean
channel-0 silhouette-2 dim-1 std,1046,2.465538852050626,0.6456879954936091,0.4711383218223164,0.1577820351909045,333,2457,-2124,channel-0,silhouette-2,dim-1,std
channel-0 silhouette-2 dim-1 sum,1046,2.619170370117245,0.6882215533938079,0.48932128872994796,0.1653211926340705,206,2294,-2088,channel-0,silhouette-2,dim-1,sum
channel-0 silhouette-2 dim-1 norm-1,1046,2.619170370117245,0.6882215533938079,0.48932128872994796,0.1653211926340705,205,2292,-2087,channel-0,silhouette-2,dim-1,norm-1
channel-0 silhouette-2 dim-1 norm-2,1046,2.4928306915050595,0.6532438606458021,0.47473414238682377,0.15927296114984782,311,2431,-2120,channel-0,silhouette-2,dim-1,norm-2
channel-0 silhouette-2 dim-2 max,1026,0.8632155978435645,0.2020777925527116,0.16523899878265402,0.030947774870826165,4067,4464,-397,channel-0,silhouette-2,dim-2,max
channel-0 silhouette-2 dim-2 mean,1026,1.7611428650515013,0.4506728848266479,0.18867274609451887,0.0406640500730522,1512,4235,-2723,channel-0,silhouette-2,dim-2,mean
channel-0 silhouette-2 dim-2 std,1026,1.4759136865327271,0.3717059389028713,0.1480763121052604,0.023831653631322017,2317,4559,-2242,channel-0,silhouette-2,dim-2,std
channel-0 silhouette-2 dim-2 sum,1026,1.7611428650515015,0.450672884826648,0.18867274609451887,0.0406640500730522,1509,4234,-2725,channel-0,silhouette-2,dim-2,sum
channel-0 silhouette-2 dim-2 norm-1,1026,1.7611428650515015,0.450672884826648,0.18867274609451887,0.0406640500730522,1510,4236,-2726,channel-0,silhouette-2,dim-2,norm-1
channel-0 silhouette-2 dim-2 norm-2,1026,1.4886003226226985,0.3752182896072206,0.1519602377699664,0.025442035877108422,2280,4539,-2259,channel-0,silhouette-2,dim-2,norm-2
