,0,1,2,3,4,5,6,7
"Start-end time, sec","(10.5, 437.5)","(438.5, 672.5)","(675.5, 775.5)","(776.5, 1164.5)","(1165.5, 1361.5)","(1362.5, 1502.5)","(1503.5, 2044.5)","(2045.5, 2345.5)"
"Time length, sec",427.0,234.0,100.0,388.0,196.0,140.0,541.0,300.0
Number of epochs,372,200,86,330,163,124,471,271
