,0,1,2,3,4,5,6,7
"Start-end time, sec","(11.5, 474.5)","(475.5, 663.5)","(664.5, 978.5)","(981.5, 1089.5)","(1090.5, 1191.5)","(1192.5, 1291.5)","(1292.5, 1335.5)","(1336.5, 1486.5)"
"Time length, sec",463.0,188.0,314.0,108.0,101.0,99.0,43.0,150.0
Number of epochs,455,184,302,105,101,95,41,144
