,0,1,2,3,4,5,6,7,8,9
"Start-end time, sec","(8.5, 101.5)","(102.5, 216.5)","(217.5, 301.5)","(302.5, 770.5)","(771.5, 939.5)","(940.5, 989.5)","(990.5, 1059.5)","(1060.5, 1155.5)","(1156.5, 1238.5)","(1239.5, 1304.5)"
"Time length, sec",93.0,114.0,84.0,468.0,168.0,49.0,69.0,95.0,82.0,65.0
Number of epochs,88,104,75,417,157,44,64,90,78,63
