,0,1,2,3,4,5,6,7,8
"Start-end time, sec","(9.9, 118.7)","(119.5, 193.9)","(194.7, 317.1)","(319.5, 508.3)","(509.1, 620.3)","(621.1, 701.1)","(701.9, 758.7)","(759.5, 877.1)","(877.9, 938.7)"
"Time length, sec",108.8,74.4,122.40000000000003,188.8,111.19999999999993,80.0,56.80000000000007,117.60000000000002,60.80000000000007
Number of epochs,124,80,137,215,126,94,66,134,70
