Stat,unique_values,score,normalized_score,IV,normalized_iv,QSDA_IDX,IV_IDX,IDX_DIFF
std,1593.7317647058824,0.9212942968840392,0.24478096753111495,0.1738596846717068,0.05252479353635163,2479.884705882353,2568.04,-88.15529411764706
max,1595.9035294117648,0.8833247302554322,0.23422922638308624,0.2168223111408868,0.06920928727666364,2497.3764705882354,2242.894117647059,254.48235294117646
mean,1596.0141176470588,1.1459723587489534,0.3072189925322535,0.299892417531215,0.10146948140308054,2015.169411764706,1879.08,136.0894117647059
norm-2,1596.0211764705882,1.0670785081766332,0.2852943944046787,0.3086532823025562,0.10487175462168884,2120.903529411765,1888.2917647058823,232.61176470588236
norm-1,1596.0070588235294,1.2141116845942872,0.3261549086398512,0.32559792079376454,0.11145218831657071,1869.5529411764705,1798.894117647059,70.65882352941176
sum,1596.0070588235294,1.2141116845942872,0.3261549086398512,0.32559792079376454,0.11145218831657071,1869.5364705882353,1798.884705882353,70.65176470588236
