Feature,IV,IVs
channel-0 landscape dim-1 max,0.13300383782943254,"[0.23994582797888275, 0.056868002291508776, 0.028552900247466068, 0.1044353713972595, 0.36024627793546915, 0.11249735579110307, 0.02848112916433854]"
channel-0 landscape dim-1 mean,0.11784392831924653,"[0.23995405987734764, 0.09561481254850149, 0.03446799438064814, 0.11133750712134738, 0.2400020040387127, 0.06757854083811668, 0.0359525794300518]"
channel-0 landscape dim-1 std,0.12006419624231014,"[0.16238921514218319, 0.08010769061250657, 0.043558683303117046, 0.10614729320585056, 0.26243195428718363, 0.14200603088108932, 0.04380850626424073]"
channel-0 landscape dim-1 sum,0.11784392831924653,"[0.23995405987734764, 0.09561481254850149, 0.03446799438064814, 0.11133750712134738, 0.2400020040387127, 0.06757854083811668, 0.0359525794300518]"
channel-0 landscape dim-1 norm-1,0.11784392831924653,"[0.23995405987734764, 0.09561481254850149, 0.03446799438064814, 0.11133750712134738, 0.2400020040387127, 0.06757854083811668, 0.0359525794300518]"
channel-0 landscape dim-1 norm-2,0.12276732246449602,"[0.1644009970791261, 0.08274188859255481, 0.05234807893190262, 0.10912019775863899, 0.2741039180502277, 0.13528186334069248, 0.04137431349832948]"
channel-0 landscape dim-2 max,0.13263690990486846,"[0.513589813405888, 0.04615241620919631, 0.06570289504658954, 0.16630451289920534, 0.08948669514683621, 0.011681990580895602, 0.035540046045468045]"
channel-0 landscape dim-2 mean,0.18558049565975906,"[0.8680375635492963, 0.04493250754159523, 0.037660924517426794, 0.1926978685613292, 0.10514630767287203, 0.03074760046872018, 0.01984069730707372]"
channel-0 landscape dim-2 std,0.14916442945124245,"[0.6354392152794717, 0.04253349698726303, 0.06627381375142394, 0.15609708437178182, 0.0670802251223717, 0.04784552405429487, 0.028881646592090207]"
channel-0 landscape dim-2 sum,0.18558049565975906,"[0.8680375635492963, 0.04493250754159523, 0.037660924517426794, 0.1926978685613292, 0.10514630767287203, 0.03074760046872018, 0.01984069730707372]"
channel-0 landscape dim-2 norm-1,0.18558049565975906,"[0.8680375635492963, 0.04493250754159523, 0.037660924517426794, 0.1926978685613292, 0.10514630767287203, 0.03074760046872018, 0.01984069730707372]"
channel-0 landscape dim-2 norm-2,0.16050000846581747,"[0.6972051528894035, 0.05011624834624477, 0.07361470987590617, 0.15599101129683976, 0.07012700998315577, 0.050343612217819134, 0.026102314651353195]"
channel-0 silhouette-1 dim-1 max,0.11540674420142562,"[0.3490940383876928, 0.07998215244366716, 0.052017536923078624, 0.06541165356081739, 0.13935916266108436, 0.09224218469163274, 0.029740480742006265]"
