name,unique_values,score,normalized_score,IV,normalized_iv,QSDA_IDX,IV_IDX,IDX_DIFF,Source,Algorithm,Dimension,Stat
channel-0 landscape dim-1 max,1642,0.2719464756389665,0.0643272322585035,0.13300383782943254,0.03665846559236358,4025,2711,1314,channel-0,landscape,dim-1,max
channel-0 landscape dim-1 mean,1642,0.6783507069301985,0.1772669529562321,0.11784392831924653,0.030771129642178076,2963,2992,-29,channel-0,landscape,dim-1,mean
channel-0 landscape dim-1 std,1642,0.411591180464333,0.1031344905141188,0.12006419624231014,0.03163336850671175,3743,2946,797,channel-0,landscape,dim-1,std
channel-0 landscape dim-1 sum,1642,0.6783507069301984,0.1772669529562321,0.11784392831924653,0.030771129642178076,2965,2990,-25,channel-0,landscape,dim-1,sum
channel-0 landscape dim-1 norm-1,1642,0.6783507069301984,0.1772669529562321,0.11784392831924653,0.030771129642178076,2964,2993,-29,channel-0,landscape,dim-1,norm-1
channel-0 landscape dim-1 norm-2,1642,0.5367245096453048,0.1379090380201176,0.12276732246449602,0.0326831249168718,3373,2903,470,channel-0,landscape,dim-1,norm-2
channel-0 landscape dim-2 max,1498,0.6744527893575767,0.1761837218083773,0.13263690990486846,0.03651596949369218,2985,2712,273,channel-0,landscape,dim-2,max
channel-0 landscape dim-2 mean,1498,0.9540273008259704,0.253877468104088,0.18558049565975906,0.057076558957439745,2091,1851,240,channel-0,landscape,dim-2,mean
channel-0 landscape dim-2 std,1498,0.8337901679686126,0.2204635733735617,0.14916442945124245,0.042934415456538,2468,2422,46,channel-0,landscape,dim-2,std
channel-0 landscape dim-2 sum,1498,0.9540273008259704,0.253877468104088,0.18558049565975906,0.057076558957439745,2093,1849,244,channel-0,landscape,dim-2,sum
channel-0 landscape dim-2 norm-1,1498,0.9540273008259704,0.253877468104088,0.18558049565975906,0.057076558957439745,2090,1852,238,channel-0,landscape,dim-2,norm-1
channel-0 landscape dim-2 norm-2,1498,0.8039920227787056,0.2121826699381671,0.16050000846581747,0.04733657641955928,2546,2199,347,channel-0,landscape,dim-2,norm-2
channel-0 silhouette-1 dim-1 max,1642,0.6232535440244172,0.1619554534424463,0.11540674420142562,0.029824651586723497,3146,3052,94,channel-0,silhouette-1,dim-1,max
channel-0 silhouette-1 dim-1 mean,1642,0.2842231327318904,0.0677389148061269,0.13822182558872215,0.03868486600736954,4013,2625,1388,channel-0,silhouette-1,dim-1,mean
channel-0 silhouette-1 dim-1 std,1642,0.7230658475244062,0.1896932888573722,0.14995912208547416,0.04324303355954952,2809,2406,403,channel-0,silhouette-1,dim-1,std
channel-0 silhouette-1 dim-1 sum,1642,0.2842231327318905,0.0677389148061269,0.13822182558872215,0.03868486600736954,4011,2627,1384,channel-0,silhouette-1,dim-1,sum
channel-0 silhouette-1 dim-1 norm-1,1642,0.2842231327318905,0.0677389148061269,0.13822182558872215,0.03868486600736954,4012,2628,1384,channel-0,silhouette-1,dim-1,norm-1
channel-0 silhouette-1 dim-1 norm-2,1642,0.5096856851440839,0.1303949497010557,0.15624703082733446,0.04568493673598779,3456,2282,1174,channel-0,silhouette-1,dim-1,norm-2
channel-0 silhouette-1 dim-2 max,1498,0.7851908229871666,0.2069578172182726,0.10684328556833385,0.026499040847777267,2597,3233,-636,channel-0,silhouette-1,dim-2,max
channel-0 silhouette-1 dim-2 mean,1498,1.607973879508119,0.4356091978967117,0.11982299428468356,0.03153969796366293,840,2955,-2115,channel-0,silhouette-1,dim-2,mean
channel-0 silhouette-1 dim-2 std,1498,0.4661621263547079,0.1182997543389759,0.10958925745965718,0.027565436331412868,3590,3178,412,channel-0,silhouette-1,dim-2,std
channel-0 silhouette-1 dim-2 sum,1498,1.607973879508119,0.4356091978967117,0.11982299428468356,0.03153969796366293,841,2953,-2112,channel-0,silhouette-1,dim-2,sum
channel-0 silhouette-1 dim-2 norm-1,1498,1.607973879508119,0.4356091978967117,0.11982299428468356,0.03153969796366293,842,2952,-2110,channel-0,silhouette-1,dim-2,norm-1
channel-0 silhouette-1 dim-2 norm-2,1498,1.1493523958095495,0.3081583047051578,0.11408246579142421,0.02931036936848088,1586,3074,-1488,channel-0,silhouette-1,dim-2,norm-2
channel-0 silhouette-2 dim-1 max,1642,1.1198857241973592,0.299969517764631,0.18236453676329153,0.055827644482536666,1648,1889,-241,channel-0,silhouette-2,dim-1,max
channel-0 silhouette-2 dim-1 mean,1642,1.2514993303126096,0.336544933988645,0.14927558413750402,0.04297758226963933,1422,2419,-997,channel-0,silhouette-2,dim-1,mean
channel-0 silhouette-2 dim-1 std,1642,0.7910657651469182,0.2085904634250543,0.1605691656356923,0.047363433538471736,2582,2198,384,channel-0,silhouette-2,dim-1,std
channel-0 silhouette-2 dim-1 sum,1642,1.25149933031261,0.3365449339886451,0.14927558413750402,0.04297758226963933,1421,2418,-997,channel-0,silhouette-2,dim-1,sum
channel-0 silhouette-2 dim-1 norm-1,1642,1.25149933031261,0.3365449339886451,0.14927558413750402,0.04297758226963933,1420,2417,-997,channel-0,silhouette-2,dim-1,norm-1
channel-0 silhouette-2 dim-1 norm-2,1642,0.8069649581043383,0.2130088485541293,0.15650263980200618,0.045784202229938384,2538,2274,264,channel-0,silhouette-2,dim-1,norm-2
channel-0 silhouette-2 dim-2 max,1498,0.6666421206735266,0.1740131372727872,0.09547724583814439,0.02208505049580186,3007,3517,-510,channel-0,silhouette-2,dim-2,max
channel-0 silhouette-2 dim-2 mean,1498,1.6638641627737525,0.4511411055288794,0.1331327947290338,0.03670854587750888,781,2709,-1928,channel-0,silhouette-2,dim-2,mean
channel-0 silhouette-2 dim-2 std,1498,1.2225954090910294,0.3285125353606515,0.10131959743959748,0.024353921994919182,1460,3379,-1919,channel-0,silhouette-2,dim-2,std
channel-0 silhouette-2 dim-2 sum,1498,1.6638641627737525,0.4511411055288794,0.1331327947290338,0.03670854587750888,780,2708,-1928,channel-0,silhouette-2,dim-2,sum
channel-0 silhouette-2 dim-2 norm-1,1498,1.6638641627737525,0.4511411055288794,0.1331327947290338,0.03670854587750888,778,2706,-1928,channel-0,silhouette-2,dim-2,norm-1
channel-0 silhouette-2 dim-2 norm-2,1498,1.2631027087890134,0.3397695124338826,0.10277689444843487,0.02491986185521066,1399,3348,-1949,channel-0,silhouette-2,dim-2,norm-2
channel-0 entropy dim-1,1642,0.6439762008526463,0.1677142790010757,0.3917895546223812,0.13715764422175894,3070,629,2441,channel-0,entropy,dim-1,
channel-0 entropy dim-2,1639,0.4806191362402261,0.122317356846231,0.26453581314014424,0.08773877885712031,3543,1188,2355,channel-0,entropy,dim-2,
channel-0 amplitude-bottleneck dim-1,1642,0.3035650445995432,0.0731140313917792,0.1214843852767056,0.032184897521620306,3976,2921,1055,channel-0,amplitude-bottleneck,dim-1,
channel-0 amplitude-bottleneck dim-2,1640,1.0017085615007812,0.2671280886648511,0.2020969722021119,0.06349071638053352,1939,1655,284,channel-0,amplitude-bottleneck,dim-2,
channel-0 amplitude-bottleneck norm-1,1642,0.3363149803646046,0.0822152373177678,0.11215975930301589,0.0285636881944768,3917,3106,811,channel-0,amplitude-bottleneck,norm-1,
channel-0 amplitude-bottleneck norm-2,1642,0.5332268354287596,0.1369370344859684,0.12171164870734544,0.032273155051420824,3387,2919,468,channel-0,amplitude-bottleneck,norm-2,
channel-0 amplitude-wasserstein-1 dim-1,1642,0.8913080748917768,0.2364477975593699,0.3040921316067352,0.10310043623435426,2286,989,1297,channel-0,amplitude-wasserstein-1,dim-1,
channel-0 amplitude-wasserstein-1 dim-2,1640,1.2052607821387085,0.3236952431780033,0.2953599533807383,0.09970930340742039,1497,1033,464,channel-0,amplitude-wasserstein-1,dim-2,
channel-0 amplitude-wasserstein-1 norm-1,1642,0.9277033289570116,0.2465620373048338,0.3391371883749229,0.11671014956734052,2169,837,1332,channel-0,amplitude-wasserstein-1,norm-1,
channel-0 amplitude-wasserstein-1 norm-2,1642,0.8714789547036912,0.2309372857996652,0.3036448929584621,0.10292675154510718,2356,995,1361,channel-0,amplitude-wasserstein-1,norm-2,
channel-0 amplitude-wasserstein-2 dim-1,1642,0.6965693901460895,0.1823299243415094,0.1503138244350772,0.04338078186820731,2893,2400,493,channel-0,amplitude-wasserstein-2,dim-1,
channel-0 amplitude-wasserstein-2 dim-2,1640,1.0740083844538286,0.2872202067632991,0.2690401970065312,0.08948805190206807,1755,1166,589,channel-0,amplitude-wasserstein-2,dim-2,
channel-0 amplitude-wasserstein-2 norm-1,1642,0.7505922205371565,0.1973428668895795,0.20504335281873726,0.06463494039556034,2719,1610,1109,channel-0,amplitude-wasserstein-2,norm-1,
channel-0 amplitude-wasserstein-2 norm-2,1642,0.722164230207152,0.1894427294385803,0.1492697336943931,0.042975310255810466,2814,2420,394,channel-0,amplitude-wasserstein-2,norm-2,
channel-0 amplitude-landscape-1-1 dim-1,1642,0.6783507069301987,0.1772669529562322,0.11784392831924653,0.030771129642178076,2962,2991,-29,channel-0,amplitude-landscape-1-1,dim-1,
channel-0 amplitude-landscape-1-1 dim-2,1498,0.9540273008259704,0.253877468104088,0.18558049565975906,0.057076558957439745,2092,1850,242,channel-0,amplitude-landscape-1-1,dim-2,
channel-0 amplitude-landscape-1-1 norm-1,1642,0.6020254145293655,0.156056157048585,0.13958027872164006,0.03921241994564972,3202,2600,602,channel-0,amplitude-landscape-1-1,norm-1,
channel-0 amplitude-landscape-1-1 norm-2,1642,0.6130624212526715,0.1591233408047892,0.12141844039712406,0.03215928789248431,3178,2926,252,channel-0,amplitude-landscape-1-1,norm-2,
channel-0 amplitude-landscape-1-2 dim-1,1642,0.5311113767628859,0.1363491486017288,0.12148380676301326,0.032184672856396784,3391,2923,468,channel-0,amplitude-landscape-1-2,dim-1,
channel-0 amplitude-landscape-1-2 dim-2,1497,1.018369368549307,0.2717581263214001,0.2036030172154964,0.0640755874804526,1901,1637,264,channel-0,amplitude-landscape-1-2,dim-2,
channel-0 amplitude-landscape-1-2 norm-1,1642,0.5878563045571085,0.1521185619164729,0.155008271349733,0.045203865711044275,3241,2312,929,channel-0,amplitude-landscape-1-2,norm-1,
channel-0 amplitude-landscape-1-2 norm-2,1642,0.5308449923190552,0.136275120374737,0.12104204852286853,0.03201311647825698,3396,2932,464,channel-0,amplitude-landscape-1-2,norm-2,
channel-0 amplitude-landscape-2-1 dim-1,1642,0.5367245096453036,0.1379090380201173,0.12276732246449602,0.0326831249168718,3374,2904,470,channel-0,amplitude-landscape-2-1,dim-1,
channel-0 amplitude-landscape-2-1 dim-2,1498,0.8039920227787059,0.2121826699381672,0.16050000846581747,0.04733657641955928,2545,2200,345,channel-0,amplitude-landscape-2-1,dim-2,
