,0,1,2,3,4,5,6,7
"Start-end time, sec","(10.5, 171.5)","(172.5, 268.5)","(270.5, 738.5)","(739.5, 1204.5)","(1205.5, 1443.5)","(1444.5, 1609.5)","(1610.5, 2110.5)","(2111.5, 2345.5)"
"Time length, sec",161.0,96.0,468.0,465.0,238.0,165.0,500.0,234.0
Number of epochs,143,84,398,400,198,147,433,214
