,0,1,2,3,4,5,6,7,8,9
"Start-end time, sec","(8.5, 156.5)","(157.5, 295.5)","(296.5, 516.5)","(517.5, 663.5)","(664.5, 816.5)","(818.5, 942.5)","(943.5, 1046.5)","(1047.5, 1165.5)","(1166.5, 1247.5)","(1248.5, 1304.5)"
"Time length, sec",148.0,138.0,220.0,146.0,152.0,124.0,103.0,118.0,81.0,56.0
Number of epochs,138,123,197,129,140,117,94,107,81,54
