,0,1,2,3,4,5,6,7,8,9
"Start-end time, sec","(8.5, 100.5)","(101.5, 244.5)","(245.5, 517.5)","(518.5, 576.5)","(578.5, 787.5)","(788.5, 946.5)","(947.5, 1059.5)","(1060.5, 1155.5)","(1156.5, 1238.5)","(1239.5, 1304.5)"
"Time length, sec",92.0,143.0,272.0,58.0,209.0,158.0,112.0,95.0,82.0,65.0
Number of epochs,87,130,242,47,193,149,101,90,78,63
