,0,1,2,3,4,5,6,7,8
"Start-end time, sec","(9.9, 48.3)","(49.1, 193.9)","(194.7, 325.1)","(325.9, 421.9)","(422.7, 505.9)","(506.7, 620.3)","(621.1, 762.7)","(763.5, 876.3)","(877.1, 938.7)"
"Time length, sec",38.4,144.8,130.40000000000003,96.0,83.19999999999999,113.59999999999997,141.60000000000002,112.79999999999995,61.60000000000002
Number of epochs,44,160,145,107,97,129,164,129,71
