,0,1,2,3,4,5,6,7,8
"Start-end time, sec","(9.9, 89.1)","(89.9, 195.5)","(196.3, 268.3)","(269.1, 506.7)","(507.5, 620.3)","(621.1, 713.9)","(714.7, 770.7)","(771.5, 877.1)","(877.9, 938.7)"
"Time length, sec",79.19999999999999,105.6,72.0,237.59999999999997,112.79999999999995,92.79999999999995,56.0,105.60000000000002,60.80000000000007
Number of epochs,92,114,82,266,128,109,65,120,70
