,0,1,2,3,4,5,6,7,8,9
"Start-end time, sec","(5.5, 188.5)","(189.5, 235.5)","(236.5, 318.5)","(319.5, 520.5)","(521.5, 670.5)","(671.5, 1282.5)","(1283.5, 2124.5)","(2125.5, 2239.5)","(2240.5, 2880.5)","(2886.5, 2972.5)"
"Time length, sec",183.0,46.0,82.0,201.0,149.0,611.0,841.0,114.0,640.0,86.0
Number of epochs,180,47,80,186,139,585,800,114,596,85
