,0,1,2,3,4,5,6,7,8
"Start-end time, sec","(9.9, 118.7)","(119.5, 198.7)","(199.5, 283.5)","(284.3, 506.7)","(507.5, 620.3)","(621.1, 717.1)","(719.5, 758.7)","(759.5, 877.1)","(877.9, 938.7)"
"Time length, sec",108.8,79.19999999999999,84.0,222.39999999999998,112.79999999999995,96.0,39.200000000000045,117.60000000000002,60.80000000000007
Number of epochs,124,86,94,250,128,113,47,134,70
