,0,1,2,3,4,5,6,7,8,9
"Start-end time, sec","(8.5, 125.5)","(126.5, 184.5)","(186.5, 320.5)","(321.5, 421.5)","(422.5, 606.5)","(607.5, 771.5)","(772.5, 851.5)","(852.5, 958.5)","(960.5, 1258.5)","(1259.5, 1304.5)"
"Time length, sec",117.0,58.0,134.0,100.0,184.0,164.0,79.0,106.0,298.0,45.0
Number of epochs,112,52,122,88,160,151,74,100,277,44
