,0,1,2,3,4,5,6,7,8
"Start-end time, sec","(6.5, 111.5)","(112.5, 193.5)","(194.5, 272.5)","(273.5, 588.5)","(589.5, 734.5)","(735.5, 1071.5)","(1072.5, 1221.5)","(1222.5, 1387.5)","(1388.5, 1766.5)"
"Time length, sec",105.0,81.0,78.0,315.0,145.0,336.0,149.0,165.0,378.0
Number of epochs,105,81,73,285,140,308,143,153,363
