,0,1,2,3,4,5,6,7,8
"Start-end time, sec","(9.9, 51.5)","(52.3, 197.9)","(198.7, 311.5)","(312.3, 507.5)","(508.3, 619.5)","(620.3, 708.3)","(709.1, 762.7)","(763.5, 877.9)","(878.7, 938.7)"
"Time length, sec",41.6,145.60000000000002,112.80000000000001,195.2,111.19999999999999,88.0,53.60000000000002,114.39999999999998,60.0
Number of epochs,47,162,126,220,126,104,61,131,69
