Stat,unique_values,score,normalized_score,IV,normalized_iv,QSDA_IDX,IV_IDX,IDX_DIFF
std,1241.7357293868922,1.0481375255326209,0.26732590930863526,0.3970532667487257,0.17891390937052795,2717.6807610993656,2685.2367864693447,32.44397463002114
max,1241.953488372093,1.0289072134297352,0.26226806706587585,0.4189069505358552,0.19099410661351934,2780.8985200845664,2672.6976744186045,108.20084566596195
norm-1,1242.016913319239,1.3752444739385283,0.35335963214661464,0.5104200811344527,0.24158039122910233,2028.2071881606764,2140.7315010570824,-112.52431289640592
sum,1242.016913319239,1.3752444739385283,0.35335963214661464,0.5104200811344527,0.24158039122910233,2028.2684989429176,2140.76955602537,-112.50105708245243
norm-2,1242.0190274841439,1.2971091010122422,0.3328089313714034,0.5225129481840881,0.24826504085686446,2206.00422832981,2184.1754756871037,21.82875264270613
mean,1242.0190274841439,1.468543297256604,0.37789853340069746,0.5837287179388562,0.28210366413989474,1910.784355179704,1987.7864693446088,-77.00211416490487
