Feature,IV,IVs
channel-0 landscape dim-1 max,0.9638778965528383,"[0.19565643224793247, 1.1387169053516977, 2.051239204642833, 0.760809346770992, 1.4875567377075192, 1.1870035558276888, 0.17475834764484968, 0.7152826422291934]"
channel-0 landscape dim-1 mean,1.2558729885848863,"[0.28763164078991416, 1.613540943626563, 2.7315194013624753, 1.2327054204060863, 1.4646259330577454, 1.7802780821125117, 0.20805952207420791, 0.7286229652495858]"
channel-0 landscape dim-1 std,1.2369264432976443,"[0.23358875734242737, 1.6193968743997118, 2.746518058705205, 1.2595395384473467, 1.5211374111762506, 1.5020232759664143, 0.1624223050793805, 0.8507853252644193]"
channel-0 landscape dim-1 sum,1.2558729885848863,"[0.28763164078991416, 1.613540943626563, 2.7315194013624753, 1.2327054204060863, 1.4646259330577454, 1.7802780821125117, 0.20805952207420791, 0.7286229652495858]"
channel-0 landscape dim-1 norm-1,1.2558729885848863,"[0.28763164078991416, 1.613540943626563, 2.7315194013624753, 1.2327054204060863, 1.4646259330577454, 1.7802780821125117, 0.20805952207420791, 0.7286229652495858]"
channel-0 landscape dim-1 norm-2,1.2739972811411682,"[0.2724176629783511, 1.621309603371113, 2.8930921124704922, 1.2944317651480164, 1.51784015098971, 1.556822017534703, 0.17309428388589543, 0.8629706527510654]"
channel-0 landscape dim-2 max,0.49541572640355663,"[0.1767659867258085, 0.504537331323976, 0.920054672868309, 0.2588158487642084, 1.0704762302351996, 0.5164800978672003, 0.1855669193218388, 0.3306287241219127]"
channel-0 landscape dim-2 mean,0.686936434000358,"[0.13966623644134402, 0.6981999997786232, 1.6050709981208116, 0.31589208385451245, 1.3181579439806272, 1.0025609843294, 0.10573182954043209, 0.3102113959571129]"
channel-0 landscape dim-2 std,0.647626841215293,"[0.11737737639926613, 0.6545271535704453, 1.506156213196856, 0.30163571265940775, 1.2617265637955823, 0.8497965569256452, 0.0899303318562057, 0.39986482131893525]"
channel-0 landscape dim-2 sum,0.686936434000358,"[0.13966623644134402, 0.6981999997786232, 1.6050709981208116, 0.31589208385451245, 1.3181579439806272, 1.0025609843294, 0.10573182954043209, 0.3102113959571129]"
channel-0 landscape dim-2 norm-1,0.686936434000358,"[0.13966623644134402, 0.6981999997786232, 1.6050709981208116, 0.31589208385451245, 1.3181579439806272, 1.0025609843294, 0.10573182954043209, 0.3102113959571129]"
channel-0 landscape dim-2 norm-2,0.646150626486617,"[0.13328562677019223, 0.6146537675535284, 1.5129029813393946, 0.30502975601379145, 1.2656606963535761, 0.828854871329131, 0.08195972285167791, 0.4268575896816449]"
channel-0 silhouette-1 dim-1 max,0.6212721920088476,"[0.3057719717031659, 0.6918487747152469, 1.0971854832297316, 0.416366697002048, 1.1770453888447814, 0.6011808493071682, 0.20289527454291992, 0.47788309672571916]"
channel-0 silhouette-1 dim-1 mean,1.2185120577782937,"[0.3105660252130037, 1.5499684768348738, 2.6083735935205463, 1.1286519681691267, 1.6805724752060263, 1.3913276907032188, 0.2802176503158403, 0.7984185822637159]"
channel-0 silhouette-1 dim-1 std,0.9189928903609006,"[0.22589811863011733, 1.1929102331892352, 1.8869112391015375, 0.7542266580153937, 1.6397124412179442, 0.9000942079644483, 0.19338672395820417, 0.5588035008103251]"
channel-0 silhouette-1 dim-1 sum,1.2185120577782937,"[0.3105660252130037, 1.5499684768348738, 2.6083735935205463, 1.1286519681691267, 1.6805724752060263, 1.3913276907032188, 0.2802176503158403, 0.7984185822637159]"
channel-0 silhouette-1 dim-1 norm-1,1.2185120577782937,"[0.3105660252130037, 1.5499684768348738, 2.6083735935205463, 1.1286519681691267, 1.6805724752060263, 1.3913276907032188, 0.2802176503158403, 0.7984185822637159]"
channel-0 silhouette-1 dim-1 norm-2,0.9668759373308419,"[0.19069465236661673, 1.2510753376031298, 2.0534617922120586, 0.7715121252761985, 1.673462276041177, 1.0512559877441208, 0.18979848156045576, 0.5537468458429776]"
channel-0 silhouette-1 dim-2 max,0.3174995606316039,"[0.10025468302626502, 0.35738934038914605, 0.5436595118696599, 0.23329738032543032, 0.6043300732143669, 0.30456901094816824, 0.08317335686500418, 0.31332312841479015]"
channel-0 silhouette-1 dim-2 mean,0.6329976256813755,"[0.09597717533251404, 0.6812732083845617, 1.2736313845248781, 0.2895544177916676, 1.294901750033513, 0.8197285263147873, 0.1356112562726357, 0.47330328679644695]"
channel-0 silhouette-1 dim-2 std,0.45793480078750515,"[0.0757955587380973, 0.5301541718637341, 0.8526845442826816, 0.24115988531561325, 1.0565090509352222, 0.4282492412346721, 0.14914679475346787, 0.3297791591765529]"
channel-0 silhouette-1 dim-2 sum,0.6329976256813755,"[0.09597717533251404, 0.6812732083845617, 1.2736313845248781, 0.2895544177916676, 1.294901750033513, 0.8197285263147873, 0.1356112562726357, 0.47330328679644695]"
channel-0 silhouette-1 dim-2 norm-1,0.6329976256813755,"[0.09597717533251404, 0.6812732083845617, 1.2736313845248781, 0.2895544177916676, 1.294901750033513, 0.8197285263147873, 0.1356112562726357, 0.47330328679644695]"
channel-0 silhouette-1 dim-2 norm-2,0.4890829806197628,"[0.057919548301253315, 0.5433327831244763, 0.8842940856153965, 0.24999597072989768, 1.0929781875171722, 0.4394240545906483, 0.31809104017186973, 0.3266281749073882]"
channel-0 silhouette-2 dim-1 max,0.5999550820762883,"[0.15327268239680175, 0.6277800898919761, 1.0272414095534386, 0.3731297333647368, 1.1051450756445438, 0.6607168168889861, 0.2735632010101789, 0.5787916478596444]"
channel-0 silhouette-2 dim-1 mean,1.0898143143338501,"[0.2723437464813476, 1.3170056417499587, 2.3260925028929824, 0.9152355556907307, 1.5883405148951348, 1.22128530621758, 0.26183348280687907, 0.816377763936188]"
channel-0 silhouette-2 dim-1 std,0.808517594283714,"[0.0937057601040092, 0.9357914756372647, 1.6867672790782098, 0.7411123125822544, 1.3005740794018206, 0.8071951534866262, 0.21136634472264526, 0.6916283492568813]"
channel-0 silhouette-2 dim-1 sum,1.0898143143338501,"[0.2723437464813476, 1.3170056417499587, 2.3260925028929824, 0.9152355556907307, 1.5883405148951348, 1.22128530621758, 0.26183348280687907, 0.816377763936188]"
channel-0 silhouette-2 dim-1 norm-1,1.0898143143338501,"[0.2723437464813476, 1.3170056417499587, 2.3260925028929824, 0.9152355556907307, 1.5883405148951348, 1.22128530621758, 0.26183348280687907, 0.816377763936188]"
channel-0 silhouette-2 dim-1 norm-2,0.862832906434804,"[0.11569912537703053, 1.0318621760593256, 1.7737815721482892, 0.8330819266882341, 1.3719791437866282, 0.8544755164119869, 0.25192713984200893, 0.6698566511649287]"
channel-0 silhouette-2 dim-2 max,0.30071465513022955,"[0.12844053158156765, 0.37759918549677296, 0.4706193509904035, 0.1857194992614732, 0.5242110858233215, 0.20789634627032103, 0.13723539367456444, 0.37399584794341173]"
channel-0 silhouette-2 dim-2 mean,0.5511135220866423,"[0.10674004126919162, 0.6425613554643413, 1.0487441337381784, 0.3185846716665595, 1.081612650946925, 0.671846944200462, 0.140479795656146, 0.3983385837513352]"
channel-0 silhouette-2 dim-2 std,0.40729715650432724,"[0.12943597907003482, 0.49673630466126906, 0.6736102264657642, 0.23499635509569125, 0.8889896946471015, 0.2816317789461199, 0.17555896253095446, 0.37741795061768274]"
channel-0 silhouette-2 dim-2 sum,0.5511135220866423,"[0.10674004126919162, 0.6425613554643413, 1.0487441337381784, 0.3185846716665595, 1.081612650946925, 0.671846944200462, 0.140479795656146, 0.3983385837513352]"
channel-0 silhouette-2 dim-2 norm-1,0.5511135220866423,"[0.10674004126919162, 0.6425613554643413, 1.0487441337381784, 0.3185846716665595, 1.081612650946925, 0.671846944200462, 0.140479795656146, 0.3983385837513352]"
