,0,1,2,3,4,5,6,7,8
"Start-end time, sec","(20.5, 139.5)","(140.5, 456.5)","(457.5, 1449.5)","(1450.5, 1951.5)","(1952.5, 2321.5)","(2322.5, 3303.5)","(3304.5, 3870.5)","(3871.5, 4290.5)","(4291.5, 4549.5)"
"Time length, sec",119.0,316.0,992.0,501.0,369.0,981.0,566.0,419.0,258.0
Number of epochs,115,294,928,485,345,928,533,407,250
