,0,1,2,3,4,5,6,7,8
"Start-end time, sec","(9.9, 118.7)","(119.5, 197.9)","(198.7, 259.5)","(260.3, 508.3)","(509.1, 620.3)","(621.1, 721.1)","(721.9, 758.7)","(759.5, 877.1)","(877.9, 938.7)"
"Time length, sec",108.8,78.4,60.80000000000001,248.0,111.19999999999993,100.0,36.80000000000007,117.60000000000002,60.80000000000007
Number of epochs,124,85,68,279,126,116,44,134,70
