index,name,score,mean,variance,unique_values
0,D_psd_Fp,0.8751647884491003,4.2116299825168463e-16,1.0,1046
1,D_psd_LF,0.6444110319486617,-1.2838678495091677e-15,1.0,1046
2,D_psd_MF,0.5015311819726801,-1.9495771048102176e-15,0.9999999999999998,1046
3,D_psd_RF,0.6840828749062654,4.39503967530387e-15,1.0000000000000002,1046
4,D_psd_LT,0.745575433585631,2.309603538799561e-16,1.0,1046
5,D_psd_RT,0.5684129816573827,2.7443524402206547e-15,1.0,1046
6,D_psd_LC,0.5318636636496255,-2.920969181422974e-16,1.0,1046
7,D_psd_MC,0.4535360757626473,-2.037885475411377e-16,1.0,1046
8,D_psd_RC,0.5977036525827464,-1.0053568345362794e-15,1.0000000000000002,1046
9,D_psd_LP,0.5844086449598949,-6.147621184157654e-16,1.0,1046
10,D_psd_MP,0.5176181192516995,-4.075770950822754e-16,0.9999999999999998,1046
11,D_psd_RP,0.7609445751671651,1.1412158662303712e-15,1.0,1046
12,D_psd_LO,0.7968372525592646,2.6730264485812564e-15,1.0,1046
13,D_psd_MO,0.9843222681049801,-2.5269779895101078e-15,1.0,1046
14,D_psd_RO,0.39278558848270934,-1.2159383336621218e-15,1.0,1046
15,T_psd_Fp,3.0222295258729748,-2.6390616906577333e-15,1.0,1046
16,T_psd_LF,2.2782108918958723,1.575964767651465e-15,1.0,1046
17,T_psd_MF,2.428363397632969,3.369303986013477e-15,1.0,1046
18,T_psd_RF,2.8686633547478464,3.2606167606582037e-16,1.0,1046
19,T_psd_LT,1.0219233721396683,-1.49444934863501e-16,1.0,1046
20,T_psd_RT,1.839932303975857,3.369303986013477e-15,0.9999999999999998,1046
21,T_psd_LC,2.070087303515855,-4.673550690276759e-15,1.0,1046
22,T_psd_MC,2.266179064654524,-2.4454625704936526e-16,1.0,1046
23,T_psd_RC,1.2782241088319468,-2.377533054646607e-15,1.0,1046
24,T_psd_LP,2.713359138129163,-2.7171806338818362e-17,1.0000000000000002,1046
25,T_psd_MP,2.8837386935579636,-3.1926872448111577e-15,1.0,1046
26,T_psd_RP,2.389709082207323,-1.6574801866679202e-15,0.9999999999999996,1046
27,T_psd_LO,2.845902280879187,1.0053568345362794e-15,0.9999999999999998,1046
28,T_psd_MO,2.805569590000414,-3.0160705036088383e-15,1.0000000000000002,1046
29,T_psd_RO,2.248497184878807,8.423259965033693e-16,1.0,1046
30,A_psd_Fp,2.5580584914231457,-2.309603538799561e-15,1.0,1046
31,A_psd_LF,2.545690254456795,3.3421321796746585e-15,1.0,1046
32,A_psd_MF,2.183733736419265,-4.211629982516846e-15,1.0000000000000002,1046
33,A_psd_RF,2.891317735910551,2.1194008944278324e-15,1.0,1046
34,A_psd_LT,1.8715968745687324,2.622079311695972e-15,1.0,1046
35,A_psd_RT,2.224775291500208,3.967083725467481e-15,0.9999999999999998,1046
36,A_psd_LC,2.297589673033405,-3.967083725467481e-15,1.0,1046
37,A_psd_MC,2.376515301392804,-3.1247577289641116e-15,1.0000000000000002,1046
38,A_psd_RC,1.8669476767076296,-1.6846519930067385e-15,1.0,1046
39,A_psd_LP,2.7334961773469275,1.3042467042632815e-15,1.0,1046
40,A_psd_MP,3.405063643362274,1.1683876725691897e-15,1.0,1046
41,A_psd_RP,2.4048063488280293,1.847682831039649e-15,1.0,1046
42,A_psd_LO,2.8533467608527725,3.2334449543193852e-15,1.0000000000000002,1046
