,0,1,2,3,4,5,6,7,8,9
"Start-end time, sec","(8.5, 61.5)","(62.5, 147.5)","(149.5, 219.5)","(220.5, 301.5)","(302.5, 767.5)","(768.5, 919.5)","(920.5, 1059.5)","(1060.5, 1156.5)","(1161.5, 1249.5)","(1250.5, 1304.5)"
"Time length, sec",53.0,85.0,70.0,81.0,465.0,151.0,139.0,96.0,88.0,54.0
Number of epochs,52,80,63,72,414,141,127,91,88,52
