,0,1,2,3,4,5,6,7,8,9
"Start-end time, sec","(8.5, 99.5)","(100.5, 221.5)","(222.5, 287.5)","(288.5, 770.5)","(771.5, 939.5)","(940.5, 989.5)","(990.5, 1059.5)","(1060.5, 1178.5)","(1179.5, 1238.5)","(1239.5, 1304.5)"
"Time length, sec",91.0,121.0,65.0,482.0,168.0,49.0,69.0,118.0,59.0,65.0
Number of epochs,86,111,56,431,157,44,64,109,59,63
