,0,1,2,3,4,5,6,7,8,9
"Start-end time, sec","(8.5, 61.5)","(62.5, 231.5)","(232.5, 501.5)","(502.5, 718.5)","(720.5, 770.5)","(771.5, 919.5)","(920.5, 965.5)","(967.5, 1059.5)","(1060.5, 1166.5)","(1167.5, 1304.5)"
"Time length, sec",53.0,169.0,269.0,216.0,50.0,148.0,45.0,92.0,106.0,137.0
Number of epochs,52,152,240,193,47,138,43,84,97,134
