,0,1,2,3,4,5,6,7,8,9
"Start-end time, sec","(8.5, 100.5)","(101.5, 219.5)","(220.5, 285.5)","(286.5, 443.5)","(444.5, 765.5)","(766.5, 938.5)","(939.5, 1059.5)","(1060.5, 1156.5)","(1161.5, 1249.5)","(1250.5, 1304.5)"
"Time length, sec",92.0,118.0,65.0,157.0,321.0,172.0,120.0,96.0,88.0,54.0
Number of epochs,87,108,56,140,288,161,109,91,88,52
