,0,1,2,3,4,5,6,7
"Start-end time, sec","(10.5, 437.5)","(438.5, 624.5)","(625.5, 853.5)","(854.5, 1004.5)","(1005.5, 1320.5)","(1321.5, 1499.5)","(1500.5, 2059.5)","(2062.5, 2345.5)"
"Time length, sec",427.0,186.0,228.0,150.0,315.0,178.0,559.0,283.0
Number of epochs,372,159,191,128,264,159,488,256
