,0,1,2,3,4,5,6,7,8
"Start-end time, sec","(9.9, 88.3)","(89.1, 195.5)","(196.3, 273.1)","(274.7, 508.3)","(509.1, 620.3)","(621.1, 715.5)","(716.3, 771.5)","(772.3, 877.1)","(877.9, 938.7)"
"Time length, sec",78.39999999999999,106.4,76.80000000000001,233.60000000000002,111.19999999999993,94.39999999999998,55.200000000000045,104.80000000000007,60.80000000000007
Number of epochs,91,115,88,262,126,111,64,119,70
