,0,1,2,3,4,5,6,7,8,9
"Start-end time, sec","(8.5, 116.5)","(117.5, 219.5)","(220.5, 296.5)","(297.5, 762.5)","(763.5, 826.5)","(827.5, 944.5)","(945.5, 1059.5)","(1060.5, 1156.5)","(1161.5, 1239.5)","(1240.5, 1304.5)"
"Time length, sec",108.0,102.0,76.0,465.0,63.0,117.0,114.0,96.0,78.0,64.0
Number of epochs,103,92,67,415,59,110,103,91,78,62
