,0,1,2,3,4,5,6,7
"Start-end time, sec","(10.5, 171.5)","(172.5, 343.5)","(345.5, 750.5)","(751.5, 1124.5)","(1125.5, 1289.5)","(1292.5, 1552.5)","(1553.5, 1681.5)","(1682.5, 2345.5)"
"Time length, sec",161.0,171.0,405.0,373.0,164.0,260.0,128.0,663.0
Number of epochs,143,148,344,321,133,229,112,587
