,0,1,2,3,4,5,6,7
"Start-end time, sec","(10.5, 625.5)","(626.5, 753.5)","(755.5, 1109.5)","(1110.5, 1359.5)","(1361.5, 1465.5)","(1468.5, 1768.5)","(1769.5, 1823.5)","(1825.5, 2345.5)"
"Time length, sec",615.0,127.0,354.0,249.0,104.0,300.0,54.0,520.0
Number of epochs,532,106,304,208,94,259,46,468
