,0,1,2,3,4,5,6,7
"Start-end time, sec","(10.5, 186.5)","(187.5, 323.5)","(324.5, 753.5)","(755.5, 958.5)","(959.5, 1445.5)","(1446.5, 1886.5)","(1887.5, 2047.5)","(2048.5, 2345.5)"
"Time length, sec",176.0,136.0,429.0,203.0,486.0,440.0,160.0,297.0
Number of epochs,156,118,364,171,416,379,145,268
