,0,1,2,3,4,5,6,7,8,9
"Start-end time, sec","(8.5, 73.5)","(75.5, 219.5)","(220.5, 289.5)","(290.5, 759.5)","(760.5, 927.5)","(928.5, 981.5)","(982.5, 1059.5)","(1060.5, 1156.5)","(1161.5, 1249.5)","(1250.5, 1304.5)"
"Time length, sec",65.0,144.0,69.0,469.0,167.0,53.0,77.0,96.0,88.0,54.0
Number of epochs,62,133,60,419,155,48,72,91,88,52
