,St_len_min,K_nb_max,N_cl_max,N_stages,Cl_cen,St_edges,Ward_dist,Cen_dist,Silh,Cal-Har,Dav-Bold,Avg-Silh,Avg-Cal-Har,Avg-Dav-Bold,AMI,ARI,FMI
0,0,50,10,3,Mode,"[0, 218, 552, 1046]",143856.68915131787,30.03867835289894,0.01686382748457245,37.65422031089011,5.246726133305411,0.04270848113149597,31.74897774373553,4.756805505633536,0.571042590961278,0.3423196830396649,0.5319883533921832
1,0,50,15,4,Mode,"[0, 218, 682, 842, 1046]",151451.10828980754,34.838445719625376,0.014464925826751237,28.63280109158221,6.844356935558185,0.04391900947470243,30.778895731949103,3.93864567479121,0.6693919325023487,0.4376236962694565,0.5846921540644822
2,20,40,10,5,Median,"[0, 203, 552, 682, 842, 1046]",208959.8577379222,47.01431790540663,0.015645664343338993,36.08773101642433,5.1742388644112705,0.09612247851699156,45.2299026485241,2.9624084919810194,0.743871763307333,0.5632970579640599,0.6559648509413246
3,0,35,15,6,Mode,"[0, 81, 203, 552, 682, 842, 1046]",165409.18757663012,44.181818572249355,-0.0019548414822408303,31.675106388577174,4.919649692979497,0.08578223658421297,35.901529898709235,3.0881681870351048,0.739409901205812,0.5417537577722269,0.6298009577462559
4,0,35,15,7,Mode,"[0, 81, 203, 552, 682, 842, 976, 1046]",168091.69441410998,47.450519726614154,0.0015604614757704254,31.05429822549779,5.330810586626984,0.09428957896689015,36.108720131498195,2.842943733325884,0.7803377237697506,0.583151810475204,0.6576476912912521
5,40,35,20,8,Median,"[0, 91, 210, 335, 552, 682, 842, 976, 1046]",130924.04395026973,42.17113728486806,-0.0005377004649815015,28.098190219735276,5.493241636833991,0.07814457147988808,28.00930131130662,3.4249344564869406,0.7887799421400957,0.6055147253882915,0.661191536636537
6,0,45,20,9,Mode,"[0, 81, 203, 332, 552, 682, 801, 842, 976, 1046]",103842.00162247708,41.95027128253722,-0.008622534276791273,25.611525609620834,5.367689149589144,0.071901125178727,22.357104804232122,3.4088455126320616,0.8006241928152582,0.6296810577855182,0.6812499423219035
7,40,35,20,10,Mode,"[0, 81, 203, 347, 486, 552, 682, 780, 842, 976, 1046]",84579.29047175142,39.885308630916214,-0.00680299939865954,24.49323579548055,5.069042999128234,0.06647467702970088,18.357303360208192,3.4931275889023663,0.8314843946132384,0.6674912596853938,0.7161132332181144
8,60,50,15,11,Median,"[0, 91, 132, 218, 327, 486, 552, 682, 780, 842, 976, 1046]",71181.55111447295,37.012895291377404,-0.00709727524355322,22.442417295835387,5.4385741360704465,0.06656672956835859,15.310548862433919,3.880779564678818,0.8248272072915509,0.6625404087583674,0.7137270274525924
9,0,40,15,12,Mode,"[0, 81, 186, 203, 307, 486, 552, 682, 801, 842, 976, 1020, 1046]",61120.41638797461,38.37298034094151,-0.012742159217999167,20.411284607421475,5.3431618491123265,0.06542324776324532,13.292538285027199,3.5916168382933833,0.8213464874906734,0.6915665682546007,0.7376168888843838
10,40,35,20,13,Median,"[0, 81, 126, 203, 252, 340, 486, 552, 682, 780, 842, 931, 976, 1046]",60266.186636775994,37.4355383803908,-0.018653789935831055,20.191814548664638,5.110074558132652,0.06384708611633076,13.106077678475655,3.7669270239175536,0.8061931125404159,0.6105376326318038,0.6743133545281074
11,40,45,20,14,Median,"[0, 81, 136, 204, 252, 332, 459, 486, 552, 682, 780, 842, 931, 976, 1046]",55203.629561088484,36.55348734586194,-0.020880925844104798,18.773618306460545,5.330149706589963,0.05988222660874439,12.013836437810111,3.9529051320925133,0.7953488882167838,0.5789915138945432,0.6491275197458287
12,40,45,20,15,Median,"[0, 45, 91, 136, 204, 252, 332, 486, 552, 682, 780, 801, 842, 931, 976, 1046]",49413.794721945225,35.78556231810561,-0.030922466097252833,17.81105861767873,5.10511914422174,0.0600481347677394,10.905384369757629,3.88454190449069,0.808760269624256,0.6173022598304205,0.683608609203924
13,40,35,10,16,Mode,"[0, 81, 124, 186, 203, 245, 329, 459, 486, 552, 682, 731, 801, 842, 958, 976, 1046]",34894.80372225031,34.188195715814615,-0.039160088479296244,15.827398765649292,5.827974546389198,0.05668111272214874,7.706707238124733,4.380523402835749,0.7701376130157486,0.5467338245630828,0.6199059165363886
