,Feature,IV,IVs
53,feature-0 life-1 mean,0.56513483534376,"[0.8355251024926296, 0.5569158542156274, 0.17049276623261714, 0.07520830393781838, 0.6804544393639992, 0.4505240095354002, 0.6264464676118817, 1.0323944479778453, 0.6582521267260207]"
54,feature-0 life-1 std,0.5872582708412888,"[1.124495789382128, 0.38047500780032745, 0.25193983601226044, 0.1313022343242024, 1.3673397308358521, 0.36427420712199005, 0.3366278614230437, 0.7615273989948664, 0.5673423716769281]"
55,feature-0 life-1 sum,0.5450183606377755,"[0.40488081775385487, 0.8567273423357896, 0.2663098561538139, 0.07680207593739868, 0.4754142016441973, 0.6543537880173238, 0.2455593921697855, 1.396042496733008, 0.5290752749948083]"
56,feature-0 life-1 norm,0.5845966470706067,"[0.8059285684647735, 0.5677167829039033, 0.45369978703136393, 0.0824081032507222, 0.9767636183196919, 0.4031714328779177, 0.275009622386636, 1.2091745166001044, 0.4874973918003474]"
57,feature-0 life-1 percentile-25,0.26218685978461376,"[0.0875038467393354, 0.28354856725689315, 0.2518336593632645, 0.02506187648258336, 0.3727397069161411, 0.3224566001498448, 0.3528480989187152, 0.4927580828122998, 0.1709312994224462]"
58,feature-0 life-1 median,0.32776993082975137,"[0.13618736343465662, 0.3669787558377461, 0.08517264967451871, 0.08161389835661928, 0.31738727864251315, 0.4145050289929122, 0.31406166822011344, 0.7861876559909512, 0.4478350783177318]"
59,feature-0 life-1 percentile-75,0.4342116992817113,"[0.34391643999509103, 0.5902102169843638, 0.13965105079190265, 0.04269439097703147, 0.33894401365807536, 0.4210406925639448, 0.30530674059287255, 1.2401398556532939, 0.4860018923188266]"
60,feature-0 life-1 percentile-90,0.46545206163519254,"[0.8999260775844038, 0.5445344555591748, 0.14313807781076401, 0.08590333824069803, 0.3573339988043438, 0.43208851036520723, 0.41472371778636014, 0.7174434198459019, 0.5939769587198789]"
61,feature-0 life-1 kurtosis,0.16552479888118338,"[0.3651944108491161, 0.09580265920677934, 0.22258733609004627, 0.04400333361930586, 0.22863155043364405, 0.11734206968862267, 0.10370871535796962, 0.11918378824425324, 0.19326932644091327]"
62,feature-0 life-1 skew,0.21201699983249173,"[0.4777735824796245, 0.03353621033519435, 0.17673660495499813, 0.0786013330899029, 0.37459690465166207, 0.16932472347802055, 0.14273197907992283, 0.23365317345875147, 0.2211984869643486]"
63,feature-0 life-2 max,0.20685903900006888,"[0.09505585600993141, 0.1335200876938779, 0.1062016454039981, 0.08448846790683982, 0.6225520170216066, 0.16588998118553241, 0.2138873507672972, 0.23177215249636687, 0.20836379251516976]"
64,feature-0 life-2 mean,0.24041941892402502,"[0.18568153904576484, 0.1732049168806743, 0.139320561919416, 0.06846842828912797, 0.4951736151305461, 0.19578467679772418, 0.20768709873579097, 0.4039169772993747, 0.29453695621780607]"
65,feature-0 life-2 std,0.2301270083756218,"[0.2849537635370102, 0.08464551645610467, 0.07171589275274434, 0.11694624676130584, 0.5969320932729183, 0.11399774686081048, 0.4131637776353375, 0.23748902236484803, 0.1512990157395169]"
66,feature-0 life-2 sum,0.22763365829830917,"[0.3255822145662375, 0.11260342708615799, 0.27766959527743923, 0.13836204525570384, 0.6235294552028205, 0.08417730773767346, 0.13762869801904856, 0.21313915527252458, 0.13601102626717715]"
67,feature-0 life-2 norm,0.2005399091162442,"[0.13081572579229364, 0.07500808533006774, 0.07635166969551717, 0.06669736698331345, 0.6819649211816723, 0.10173297798834095, 0.2881938252831898, 0.2721908062934698, 0.11190380349833308]"
68,feature-0 life-2 percentile-25,0.15763409346374044,"[0.3063980827562902, 0.1903353806255735, 0.06316439029822458, 0.047396223179329885, 0.15294582347426922, 0.06472359628627815, 0.2117872180338401, 0.26774852643326696, 0.11420760008659128]"
69,feature-0 life-2 median,0.1824698587584091,"[0.22695835521916694, 0.3057776044533657, 0.08024952468162765, 0.0437179144531836, 0.2099425283659787, 0.17942819827514936, 0.11977341051433073, 0.2688908483458483, 0.2074903445170308]"
70,feature-0 life-2 percentile-75,0.22372351155805534,"[0.2204689194621796, 0.2530978171649812, 0.1784336626285635, 0.029179261247017585, 0.33925936155337305, 0.19371229083121283, 0.22783970185468144, 0.2396438260342398, 0.33187676324624926]"
71,feature-0 life-2 percentile-90,0.2171504902651732,"[0.274448569081267, 0.16525072152023845, 0.09015340466484212, 0.07903192926498767, 0.573366616722597, 0.1517143409439457, 0.14105803879561676, 0.2558747730737286, 0.22345601831933537]"
72,feature-0 life-2 kurtosis,0.13581659560092615,"[0.22852923353632962, 0.14108823573837456, 0.08635856612264732, 0.056655514375956874, 0.23348578941290088, 0.06031282602317049, 0.14058809589335053, 0.16820592163871684, 0.10712517766688809]"
73,feature-0 life-2 skew,0.12279329783964703,"[0.15829229235295786, 0.04997115208969252, 0.15924826712342843, 0.0562029979749063, 0.21192681424685347, 0.0675855476994611, 0.1959428854616514, 0.10757142607732367, 0.09839829753054874]"
74,feature-0 bd2-all max,0.44341923690097684,"[0.7898794742712392, 0.76253297668812, 0.15587859740498766, 0.10864887188939562, 0.5806794030300062, 0.1491710569899394, 0.21849537030496521, 0.798729383167213, 0.42675799836292516]"
75,feature-0 bd2-all mean,0.46875666214665657,"[0.3290649657192282, 0.9328069586096754, 0.1663934937723503, 0.10867397374654636, 0.17893072878184602, 0.49014817848815634, 0.2533377425226504, 1.1040292421826914, 0.6554246754967649]"
76,feature-0 bd2-all std,0.39807456938887154,"[1.1044963794397722, 0.21487779091728418, 0.11773312919238915, 0.08500222224619078, 0.7464785896559774, 0.2702774120661823, 0.15651119900235483, 0.46590211332081877, 0.4213922886588742]"
77,feature-0 bd2-all sum,0.5298647563546623,"[0.5268752476841367, 0.5678046625289115, 0.08605125155337445, 0.1614179675435048, 1.7160913635867248, 0.7324080443414996, 0.2140814197807758, 0.5365852180219608, 0.2274676321510724]"
78,feature-0 bd2-all norm,0.5064542551191519,"[0.2806066721632942, 0.8961683675434181, 0.06856465186366413, 0.08675480540169772, 0.6747004800001486, 0.586227268080365, 0.31746109936212885, 1.1297615714234914, 0.5178433802341591]"
79,feature-0 bd2-all percentile-25,0.5412521539972511,"[0.2562070332057146, 1.0171685345371926, 0.1718036357235819, 0.13526950676547014, 0.4756464441295277, 0.7594205159213524, 0.31260402146924904, 1.147685156835852, 0.5954645373873201]"
80,feature-0 bd2-all median,0.4599732936291921,"[0.1823202428373225, 0.9508384147755189, 0.19360810362789194, 0.04248143314817214, 0.17469608689306204, 0.609184146248545, 0.2786955411005122, 1.0707025218964348, 0.6372331521352687]"
81,feature-0 bd2-all percentile-75,0.4364382285047052,"[0.39340018769914753, 0.8914053243957465, 0.21276418955580456, 0.040478566125332634, 0.09451122668853006, 0.4993461434694153, 0.29757812352451085, 0.9727443262174188, 0.5257159688664403]"
82,feature-0 bd2-all percentile-90,0.3768111765263447,"[0.5439985892921947, 0.6425219942999701, 0.09220147321788243, 0.020501488783565894, 0.15352370946611296, 0.27800003895645026, 0.12020443422250945, 1.0318488600088433, 0.5085000004895731]"
83,feature-0 bd2-all kurtosis,0.16948083433553274,"[0.16918094343889983, 0.1531357518344723, 0.14866901529806292, 0.020409175113391683, 0.2769035694702632, 0.126334832625284, 0.34498664577039057, 0.22417874332641516, 0.06152883214261507]"
84,feature-0 bd2-all skew,0.17273516855560278,"[0.38323274227001136, 0.09270565756878092, 0.07655317461512091, 0.03428681931062974, 0.33597900805615943, 0.03360061479454883, 0.2602773552570825, 0.2003530799811365, 0.137628065146955]"
85,feature-0 bd2-1 max,0.406654505983758,"[0.8381183863616849, 0.5315946632690731, 0.14757288685654596, 0.06641155544269647, 0.5466852110084253, 0.17874592675037348, 0.2841610758222416, 0.6946238033143378, 0.37197704502844364]"
86,feature-0 bd2-1 mean,0.5317831040217434,"[0.3423779691223696, 0.9992805680363677, 0.24958668869929973, 0.11600554873701871, 0.09411278758655116, 0.5522984813416181, 0.4741820694911887, 1.2540187991619076, 0.7041850240193694]"
87,feature-0 bd2-1 std,0.37711642003930207,"[1.0878731692495882, 0.15877742227861313, 0.10379670061168106, 0.04354731639725222, 0.7579732022581226, 0.2380662944382751, 0.06791304823891335, 0.5204045131577802, 0.4156961137234929]"
88,feature-0 bd2-1 sum,0.7559397954917881,"[0.6846310152674702, 0.7981457731418996, 0.3328681667940733, 0.23919199328426013, 2.280413849387674, 1.0081730603911119, 0.3190238026502128, 0.8736329200253258, 0.2673775784840664]"
89,feature-0 bd2-1 norm,0.6523170239025069,"[0.2665154372908817, 1.0344327091010908, 0.28867136813469096, 0.11098348141518069, 1.0964629436854483, 0.7835654366474104, 0.33830474444949826, 1.3585975535264496, 0.5933195408719123]"
90,feature-0 bd2-1 percentile-25,0.5626278433028821,"[0.24475234392449022, 1.0297852388538573, 0.13216228217800208, 0.16116258936722486, 0.5317231207142477, 0.7275592946654013, 0.3835509679733576, 1.264997502311696, 0.5879572497376615]"
91,feature-0 bd2-1 median,0.512042267537947,"[0.2224411775384776, 1.079390159864961, 0.18963080073232388, 0.10181045787712473, 0.16710783383277739, 0.6414791530984114, 0.29349807334638495, 1.1592669962037747, 0.7537557553472879]"
92,feature-0 bd2-1 percentile-75,0.4681433196741419,"[0.36621756967753516, 0.8062603730838613, 0.1464412986025554, 0.09538069943122722, 0.1355442349440251, 0.524777797662373, 0.34640293272457845, 1.1543760790209519, 0.637888891920169]"
93,feature-0 bd2-1 percentile-90,0.39214992650126423,"[0.4671312368558207, 0.638623022632143, 0.12720794028246174, 0.0387689153454902, 0.19668884159766192, 0.26216237725439495, 0.14825722541283695, 1.0722049078938825, 0.5783048712366861]"
94,feature-0 bd2-1 kurtosis,0.1715128128778862,"[0.22915483375914011, 0.09184686760890184, 0.13377131682204113, 0.053618664616785564, 0.29789221893941464, 0.11875410332694065, 0.29659884688071203, 0.22077721578305115, 0.1012012481639887]"
95,feature-0 bd2-1 skew,0.1742237306692848,"[0.23196036571976372, 0.01587030632030783, 0.10341046363932899, 0.0389954801641466, 0.5061436631697979, 0.13543799853944172, 0.2749907464134773, 0.04950612566639053, 0.21169842639090852]"
96,feature-0 bd2-2 max,0.37139506640198605,"[0.6995972925112481, 0.47027450757574174, 0.13052086765706544, 0.16402407269907235, 0.4142388264819967, 0.08430792714346541, 0.31387755937773615, 0.7390192777098622, 0.32669526646168634]"
97,feature-0 bd2-2 mean,0.4245531923894776,"[0.6896884444112239, 0.5237302696234951, 0.1754505883050454, 0.06341862317737015, 0.20812826190662176, 0.37807856610635465, 0.31733783603583937, 0.9023665989888197, 0.5627795429505278]"
98,feature-0 bd2-2 std,0.3252206118513108,"[0.6841574787495113, 0.08087284361226284, 0.17069359431760017, 0.09342346537267926, 0.49172438057489537, 0.14647134196797698, 0.34568167862584065, 0.4031868601766504, 0.5107738632643806]"
99,feature-0 bd2-2 sum,0.1778818736654204,"[0.42600116987825987, 0.08401673997456625, 0.06022071807508143, 0.10516602143254153, 0.3267281396270803, 0.15074800136794914, 0.1921956259867763, 0.1604138937435515, 0.0954465529029774]"
100,feature-0 bd2-2 norm,0.18325373387604493,"[0.09039156761809153, 0.20473148280260575, 0.18316537437909383, 0.09309918040122123, 0.33047454110530833, 0.05574072174086637, 0.1082497620579397, 0.3093376668296013, 0.27409330794967646]"
101,feature-0 bd2-2 percentile-25,0.36110383093330106,"[0.43676262206926375, 0.5033378144248732, 0.04262684974642117, 0.0514584146969924, 0.24055480783410618, 0.4216765404400473, 0.2518852910721204, 0.6951847224398875, 0.606447415675998]"
102,feature-0 bd2-2 median,0.3693436837146272,"[0.5169107019372201, 0.5522003516955711, 0.058442833038565636, 0.031140105813376395, 0.13354549809550673, 0.415310247544751, 0.292062707851369, 0.8674952373576891, 0.4569854700975962]"
103,feature-0 bd2-2 percentile-75,0.35801078869662917,"[0.5457388074543068, 0.4755280464925875, 0.13510847939311102, 0.04960453137567668, 0.2599808410550312, 0.16910560050359144, 0.3230735424051943, 0.7966303118952889, 0.4673269376948746]"
104,feature-0 bd2-2 percentile-90,0.38131987632889275,"[0.8834853708570383, 0.44063948273067705, 0.07662932485461896, 0.12478824337025259, 0.3219064816154711, 0.1769294106884337, 0.31227198156150743, 0.7539363316185287, 0.34129225966350674]"
105,feature-0 bd2-2 kurtosis,0.1707265000673788,"[0.37753152422534386, 0.10197046964742101, 0.16205193508422344, 0.06685910234349092, 0.16793797311052402, 0.11431536494039515, 0.16976449118125286, 0.24071711313625804, 0.13539052693749967]"
106,feature-0 bd2-2 skew,0.1471179163784478,"[0.12219926293312743, 0.09954013489009307, 0.12314570201701316, 0.03968769746835474, 0.18610379541100006, 0.08373275133183081, 0.24313167283421105, 0.20166148905925546, 0.22485874146114426]"
107,feature-1 betti-1 max,0.2717280712154931,"[0.4936043952081902, 0.06094832429485807, 0.08189007257913278, 0.052463638333660814, 0.9379677539886204, 0.165746013393616, 0.44121398372030857, 0.11694860347169299, 0.0947698559493581]"
108,feature-1 betti-1 mean,0.0,"[0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0]"
109,feature-1 betti-1 std,0.34340318504477485,"[0.7541938851270128, 0.06411124151812297, 0.051899310116948746, 0.09833400258300024, 1.0934728025918974, 0.37598252017812683, 0.36206208487204034, 0.11634134115748598, 0.17423147725833837]"
110,feature-1 betti-1 sum,0.0,"[0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0]"
111,feature-1 betti-1 norm,0.34340318504477485,"[0.7541938851270128, 0.06411124151812297, 0.051899310116948746, 0.09833400258300024, 1.0934728025918974, 0.37598252017812683, 0.36206208487204034, 0.11634134115748598, 0.17423147725833837]"
112,feature-1 betti-1 percentile-25,0.0,"[0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0]"
113,feature-1 betti-1 median,0.0,"[0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0]"
114,feature-1 betti-1 percentile-75,0.0,"[0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0]"
115,feature-1 betti-1 percentile-90,0.021869707498773327,"[0.014749292314408491, 0.009695623145448608, 0.019189118418872927, 0.00039192272841666515, 0.0071992914878435, 0.011100922410420908, 0.03553557517254198, 0.0064583734520643355, 0.0925072483589425]"
116,feature-1 betti-1 kurtosis,0.18692613193734087,"[0.3466110393189401, 0.1339243274238634, 0.0754204487969365, 0.038575378343572886, 0.04943886138088344, 0.07488920874194313, 0.28329044863686165, 0.36099625253230466, 0.31918922226076185]"
117,feature-1 betti-1 skew,0.11556280924929391,"[0.10898936671657167, 0.09421858147074064, 0.1199511913654647, 0.04800360319611756, 0.12326972761822935, 0.08844925250553623, 0.15430307196130086, 0.11416812102054998, 0.18871236738913416]"
118,feature-1 betti-2 max,0.12349792236965627,"[0.16137063458955897, 0.06067692279587118, 0.08798789150011402, 0.05308097824168899, 0.27015695501882087, 0.07939442279542923, 0.10624833542839705, 0.15681309090461618, 0.13575207005241]"
119,feature-1 betti-2 mean,0.0,"[0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0]"
120,feature-1 betti-2 std,0.1882156739044152,"[0.20495532900066368, 0.07908958783401217, 0.275783704061072, 0.0694698297060036, 0.3690486421636191, 0.14191484961717202, 0.11551402227815649, 0.16738052636529177, 0.270784574113746]"
121,feature-1 betti-2 sum,0.0,"[0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0]"
122,feature-1 betti-2 norm,0.1882156739044152,"[0.20495532900066368, 0.07908958783401217, 0.275783704061072, 0.0694698297060036, 0.3690486421636191, 0.14191484961717202, 0.11551402227815649, 0.16738052636529177, 0.270784574113746]"
123,feature-1 betti-2 percentile-25,0.0,"[0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0]"
124,feature-1 betti-2 median,0.0,"[0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0]"
125,feature-1 betti-2 percentile-75,0.0,"[0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0]"
126,feature-1 betti-2 percentile-90,0.0,"[0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0]"
127,feature-1 betti-2 kurtosis,0.17642904254903877,"[0.2491413188922046, 0.1983809292244978, 0.22620085413527014, 0.03174070430888533, 0.16738853287694505, 0.14541771877064083, 0.1979291221266996, 0.21750175067207397, 0.15416045193413147]"
