,0,1,2,3,4,5,6,7
"Start-end time, sec","(10.5, 411.5)","(412.5, 620.5)","(621.5, 878.5)","(879.5, 1130.5)","(1132.5, 1323.5)","(1324.5, 1820.5)","(1821.5, 2101.5)","(2102.5, 2345.5)"
"Time length, sec",401.0,208.0,257.0,251.0,191.0,496.0,280.0,243.0
Number of epochs,348,180,214,219,155,430,249,222
