,0,1,2,3,4,5,6,7
"Start-end time, sec","(10.5, 513.5)","(514.5, 708.5)","(709.5, 1164.5)","(1165.5, 1375.5)","(1376.5, 1446.5)","(1447.5, 1691.5)","(1692.5, 1901.5)","(1902.5, 2345.5)"
"Time length, sec",503.0,194.0,455.0,210.0,70.0,244.0,209.0,443.0
Number of epochs,439,160,389,175,63,214,178,399
