,0,1,2,3,4,5,6,7,8,9
"Start-end time, sec","(8.5, 104.5)","(105.5, 223.5)","(224.5, 274.5)","(275.5, 770.5)","(771.5, 825.5)","(826.5, 946.5)","(947.5, 1059.5)","(1060.5, 1178.5)","(1179.5, 1238.5)","(1239.5, 1304.5)"
"Time length, sec",96.0,118.0,50.0,495.0,54.0,120.0,112.0,118.0,59.0,65.0
Number of epochs,91,108,44,441,51,113,101,109,59,63
