,0,1,2,3,4,5,6,7
"Start-end time, sec","(10.5, 210.5)","(211.5, 421.5)","(422.5, 661.5)","(662.5, 916.5)","(917.5, 1005.5)","(1006.5, 1332.5)","(1333.5, 2120.5)","(2121.5, 2345.5)"
"Time length, sec",200.0,210.0,239.0,254.0,88.0,326.0,787.0,224.0
Number of epochs,178,180,204,211,78,273,688,205
