,0,1,2,3,4,5,6,7,8,9
"Start-end time, sec","(8.5, 71.5)","(72.5, 116.5)","(117.5, 242.5)","(243.5, 770.5)","(771.5, 919.5)","(920.5, 990.5)","(991.5, 1059.5)","(1060.5, 1155.5)","(1156.5, 1249.5)","(1250.5, 1304.5)"
"Time length, sec",63.0,44.0,125.0,527.0,148.0,70.0,68.0,95.0,93.0,54.0
Number of epochs,60,43,112,469,138,64,63,90,89,52
