,0,1,2,3,4,5,6,7
"Start-end time, sec","(10.5, 411.5)","(412.5, 646.5)","(647.5, 871.5)","(873.5, 996.5)","(997.5, 1315.5)","(1316.5, 1661.5)","(1663.5, 2044.5)","(2045.5, 2345.5)"
"Time length, sec",401.0,234.0,224.0,123.0,318.0,345.0,381.0,300.0
Number of epochs,348,200,189,106,266,307,330,271
