,0,1,2,3,4,5,6,7,8,9
"Start-end time, sec","(8.5, 78.5)","(79.5, 271.5)","(272.5, 344.5)","(345.5, 421.5)","(422.5, 634.5)","(635.5, 746.5)","(747.5, 864.5)","(865.5, 958.5)","(960.5, 1205.5)","(1206.5, 1304.5)"
"Time length, sec",70.0,192.0,72.0,76.0,212.0,111.0,117.0,93.0,245.0,98.0
Number of epochs,65,175,66,68,186,102,109,88,226,95
