,0,1,2,3,4,5,6,7,8,9
"Start-end time, sec","(8.5, 55.5)","(56.5, 147.5)","(149.5, 219.5)","(220.5, 697.5)","(698.5, 770.5)","(771.5, 919.5)","(920.5, 1059.5)","(1060.5, 1155.5)","(1156.5, 1250.5)","(1251.5, 1304.5)"
"Time length, sec",47.0,91.0,70.0,477.0,72.0,148.0,139.0,95.0,94.0,53.0
Number of epochs,46,86,63,423,66,138,127,90,90,51
