,0,1,2,3,4,5,6,7,8,9
"Start-end time, sec","(8.5, 75.5)","(76.5, 126.5)","(127.5, 343.5)","(344.5, 463.5)","(464.5, 628.5)","(629.5, 737.5)","(738.5, 962.5)","(963.5, 1007.5)","(1008.5, 1112.5)","(1113.5, 1304.5)"
"Time length, sec",67.0,50.0,216.0,119.0,164.0,108.0,224.0,44.0,104.0,191.0
Number of epochs,63,50,192,105,145,99,208,41,96,181
