,0,1,2,3,4,5,6,7,8
"Start-end time, sec","(6.5, 606.5)","(610.5, 666.5)","(667.5, 2248.5)","(2249.5, 2559.5)","(2560.5, 2706.5)","(2707.5, 2992.5)","(2993.5, 3036.5)","(3037.5, 3089.5)","(3090.5, 3186.5)"
"Time length, sec",600.0,56.0,1581.0,310.0,146.0,285.0,43.0,52.0,96.0
Number of epochs,566,53,1463,288,132,271,42,51,90
