,0,1,2,3,4,5,6,7,8,9
"Start-end time, sec","(8.5, 108.5)","(109.5, 219.5)","(220.5, 301.5)","(302.5, 762.5)","(763.5, 944.5)","(945.5, 991.5)","(992.5, 1059.5)","(1060.5, 1154.5)","(1155.5, 1238.5)","(1239.5, 1304.5)"
"Time length, sec",100.0,110.0,81.0,460.0,181.0,46.0,67.0,94.0,83.0,65.0
Number of epochs,95,100,72,410,169,41,62,89,79,63
