,0,1,2,3,4,5,6,7
"Start-end time, sec","(10.5, 411.5)","(412.5, 593.5)","(596.5, 996.5)","(997.5, 1171.5)","(1172.5, 1324.5)","(1325.5, 1820.5)","(1821.5, 2130.5)","(2131.5, 2345.5)"
"Time length, sec",401.0,181.0,400.0,174.0,152.0,495.0,309.0,214.0
Number of epochs,348,159,336,152,122,429,275,196
