,0,1,2,3,4,5,6,7,8,9
"Start-end time, sec","(8.5, 149.5)","(151.5, 213.5)","(214.5, 295.5)","(296.5, 516.5)","(517.5, 702.5)","(703.5, 823.5)","(824.5, 1001.5)","(1002.5, 1165.5)","(1166.5, 1250.5)","(1251.5, 1304.5)"
"Time length, sec",141.0,62.0,81.0,220.0,185.0,120.0,177.0,163.0,84.0,53.0
Number of epochs,133,56,72,197,164,111,164,148,84,51
