,0,1,2,3,4,5,6,7,8,9
"Start-end time, sec","(8.5, 116.5)","(117.5, 219.5)","(220.5, 297.5)","(298.5, 762.5)","(763.5, 919.5)","(920.5, 989.5)","(990.5, 1059.5)","(1060.5, 1154.5)","(1155.5, 1239.5)","(1240.5, 1304.5)"
"Time length, sec",108.0,102.0,77.0,464.0,156.0,69.0,69.0,94.0,84.0,64.0
Number of epochs,103,92,68,414,145,63,64,89,80,62
