,0,1,2,3,4,5,6,7
"Start-end time, sec","(10.5, 232.5)","(233.5, 413.5)","(414.5, 593.5)","(596.5, 1104.5)","(1105.5, 1323.5)","(1324.5, 1555.5)","(1557.5, 2101.5)","(2102.5, 2345.5)"
"Time length, sec",222.0,180.0,179.0,508.0,218.0,231.0,544.0,243.0
Number of epochs,197,153,157,430,179,205,474,222
