,0,1,2,3,4,5,6,7
"Start-end time, sec","(10.5, 411.5)","(412.5, 646.5)","(647.5, 852.5)","(853.5, 1170.5)","(1171.5, 1323.5)","(1324.5, 1720.5)","(1721.5, 2059.5)","(2062.5, 2345.5)"
"Time length, sec",401.0,234.0,205.0,317.0,152.0,396.0,338.0,283.0
Number of epochs,348,200,173,273,122,348,297,256
