num_features,explained_variances_reduced,explained_variances_all,fmi,silh_15,silh_reduced,silh_all
51,0.8079810970333862,0.39157768628474515,0.0,0.0,0.0,0.0
102,0.7228220773314807,0.40885360174550694,0.0,0.0,0.0,0.0
153,0.697061808566897,0.4319429226701344,0.8468997446880114,0.548666775226593,0.22565442245462405,0.1338659497319974
204,0.6731608367326387,0.4478603945025473,0.0,0.0,0.0,0.0
255,0.6213274480734348,0.4445229299657276,0.0,0.0,0.0,0.0
306,0.6182339279624186,0.45909129639983776,0.0,0.0,0.0,0.0
357,0.5852927529622571,0.4589845582238587,0.0,0.0,0.0,0.0
408,0.5844614393526512,0.4759927959453443,0.0,0.0,0.0,0.0
459,0.5630448804348481,0.4674902746473943,0.0,0.0,0.0,0.0
510,0.5393387043235717,0.45747833620162054,0.9278722852709703,0.5531511306762695,0.17376093078262228,0.13930923240888748
561,0.5335553423777474,0.47656403778878087,0.8539282337728059,0.5366963744163513,0.16026191221503994,0.13317987916056664
612,0.5203630274051119,0.47986006355471733,0.0,0.0,0.0,0.0
663,0.5151883672020856,0.48925514271119175,0.7702434564008,0.5352755188941956,0.1459123538873993,0.1318170063983728
714,0.5096145762855641,0.5004111658307916,0.8528865421347349,0.5241128206253052,0.14462826747122348,0.1373026255025401
