index,name,score,mean,variance,unique_values
0,D_psd_Fp,0.377044693348748,4.2116299825168463e-16,1.0,1046
1,D_psd_LF,0.27762972543971887,-1.2838678495091677e-15,1.0,1046
2,D_psd_MF,0.22912255231577905,-1.9495771048102176e-15,0.9999999999999998,1046
3,D_psd_RF,0.2947214298363696,4.39503967530387e-15,1.0000000000000002,1046
4,D_psd_LT,0.3273384003972903,2.309603538799561e-16,1.0,1046
5,D_psd_RT,0.27729340407665004,2.7443524402206547e-15,1.0,1046
6,D_psd_LC,0.24141855528078449,-2.920969181422974e-16,1.0,1046
7,D_psd_MC,0.19539562476177874,-2.037885475411377e-16,1.0,1046
8,D_psd_RC,0.27756498066973484,-1.0053568345362794e-15,1.0000000000000002,1046
9,D_psd_LP,0.19413634965873283,-6.147621184157654e-16,1.0,1046
10,D_psd_MP,0.1974225560286111,-4.075770950822754e-16,0.9999999999999998,1046
11,D_psd_RP,0.3051773569297962,1.1412158662303712e-15,1.0,1046
12,D_psd_LO,0.25060036240105393,2.6730264485812564e-15,1.0,1046
13,D_psd_MO,0.43268457391327325,-2.5269779895101078e-15,1.0,1046
14,D_psd_RO,0.17815564384355406,-1.2159383336621218e-15,1.0,1046
15,T_psd_Fp,1.0039629171195548,-2.6390616906577333e-15,1.0,1046
16,T_psd_LF,0.981514954047555,1.575964767651465e-15,1.0,1046
17,T_psd_MF,0.9469846159489372,3.369303986013477e-15,1.0,1046
18,T_psd_RF,1.2358978665360223,3.2606167606582037e-16,1.0,1046
19,T_psd_LT,0.40984308696314325,-1.49444934863501e-16,1.0,1046
20,T_psd_RT,0.725572734086886,3.369303986013477e-15,0.9999999999999998,1046
21,T_psd_LC,0.8918496754679099,-4.673550690276759e-15,1.0,1046
22,T_psd_MC,0.8498171492454465,-2.4454625704936526e-16,1.0,1046
23,T_psd_RC,0.553563473856556,-2.377533054646607e-15,1.0,1046
24,T_psd_LP,1.0881945902481263,-2.7171806338818362e-17,1.0000000000000002,1046
25,T_psd_MP,1.1565254307554163,-3.1926872448111577e-15,1.0,1046
26,T_psd_RP,1.0295513941897834,-1.6574801866679202e-15,0.9999999999999996,1046
27,T_psd_LO,1.2260917794649175,1.0053568345362794e-15,0.9999999999999998,1046
28,T_psd_MO,1.208715363885783,-3.0160705036088383e-15,1.0000000000000002,1046
29,T_psd_RO,0.7882667761162985,8.423259965033693e-16,1.0,1046
30,A_psd_Fp,1.1020808791633605,-2.309603538799561e-15,1.0,1046
31,A_psd_LF,1.0967523077036856,3.3421321796746585e-15,1.0,1046
32,A_psd_MF,0.8757879504856951,-4.211629982516846e-15,1.0000000000000002,1046
33,A_psd_RF,1.2456579874997948,2.1194008944278324e-15,1.0,1046
34,A_psd_LT,0.712556416274175,2.622079311695972e-15,1.0,1046
35,A_psd_RT,0.834290734312578,3.967083725467481e-15,0.9999999999999998,1046
36,A_psd_LC,0.9898638578059222,-3.967083725467481e-15,1.0,1046
37,A_psd_MC,0.8911932380223015,-3.1247577289641116e-15,1.0000000000000002,1046
38,A_psd_RC,0.6575649018644616,-1.6846519930067385e-15,1.0,1046
39,A_psd_LP,1.1178713035842505,1.3042467042632815e-15,1.0,1046
40,A_psd_MP,1.2768988662608527,1.1683876725691897e-15,1.0,1046
41,A_psd_RP,1.0360557055361026,1.847682831039649e-15,1.0,1046
42,A_psd_LO,1.2292990630597656,3.2334449543193852e-15,1.0000000000000002,1046
43,A_psd_MO,1.263277842140417,-4.890925140987305e-16,1.0,1046
44,A_psd_RO,0.8880622983042441,4.293145401533301e-15,1.0,1046
45,B_psd_Fp,0.38420335175822273,-1.2499030915856446e-15,1.0,1046
46,B_psd_LF,0.5733578027748962,3.1247577289641116e-15,1.0,1046
47,B_psd_MF,0.5470714414396413,2.2416740229525147e-15,1.0,1046
48,B_psd_RF,1.0447491748085478,-2.2824317324607423e-15,0.9999999999999998,1046
49,B_psd_LT,0.48974462997572815,-2.934555084592383e-15,1.0,1046
50,B_psd_RT,0.5961270724074598,-3.98066962863689e-15,1.0000000000000002,1046
51,B_psd_LC,0.6159615323745367,-1.0053568345362794e-15,1.0000000000000002,1046
52,B_psd_MC,0.5501080187937356,5.909867878692994e-15,1.0,1046
53,B_psd_RC,0.7323077584321882,2.2009163134442876e-15,1.0,1046
54,B_psd_LP,0.8606434771061698,2.4318766673242436e-15,1.0000000000000002,1046
