,0,1,2,3,4,5,6,7,8,9
"Start-end time, sec","(5.5, 266.5)","(267.5, 386.5)","(387.5, 550.5)","(551.5, 988.5)","(990.5, 1386.5)","(1387.5, 1467.5)","(1475.5, 1609.5)","(1610.5, 1890.5)","(1891.5, 1946.5)","(1947.5, 2020.5)"
"Time length, sec",261.0,119.0,163.0,437.0,396.0,80.0,134.0,280.0,55.0,73.0
Number of epochs,245,115,150,406,366,78,134,262,50,69
