,0,1,2,3,4,5,6,7,8,9
"Start-end time, sec","(8.5, 61.5)","(62.5, 274.5)","(275.5, 458.5)","(460.5, 714.5)","(715.5, 771.5)","(772.5, 949.5)","(950.5, 1055.5)","(1056.5, 1156.5)","(1161.5, 1255.5)","(1256.5, 1304.5)"
"Time length, sec",53.0,212.0,183.0,254.0,56.0,177.0,105.0,100.0,94.0,48.0
Number of epochs,52,191,163,227,52,166,96,93,93,47
