,0,1,2,3,4,5,6,7
"Start-end time, sec","(10.5, 171.5)","(172.5, 429.5)","(430.5, 684.5)","(685.5, 1124.5)","(1125.5, 1465.5)","(1468.5, 1597.5)","(1598.5, 2110.5)","(2111.5, 2345.5)"
"Time length, sec",161.0,257.0,254.0,439.0,340.0,129.0,512.0,234.0
Number of epochs,143,222,213,378,288,115,444,214
