Source,unique_values,score,normalized_score,IV,normalized_iv,QSDA_IDX,IV_IDX,IDX_DIFF
channel-20,1459.042372881356,0.9225265346242588,0.2477076009809164,0.1441311992425541,0.03749542581242178,2642.4661016949153,3975.864406779661,-1333.3983050847457
channel-26,1458.8135593220338,0.6116490396753302,0.1640235052812353,0.14789904849193916,0.039401518626472,3073.7203389830506,3917.5,-843.7796610169491
channel-28,1455.050847457627,0.6378189932783426,0.17106810946569218,0.1555778947791326,0.04328612036063231,3089.8898305084745,3811.271186440678,-721.3813559322034
channel-24,1459.4915254237287,0.6977645152005335,0.18720464837510428,0.16600786601501127,0.04856247084803668,3019.7966101694915,3662.669491525424,-642.8728813559322
channel-19,1458.6101694915253,1.418053363906015,0.3810968468322008,0.16846303506999552,0.0498045003941359,1895.8050847457628,3678.6101694915255,-1782.8050847457628
channel-21,1461.0084745762713,0.8482021931438855,0.22770047468095336,0.17094401965904338,0.051059589593292494,2391.771186440678,3649.1610169491523,-1257.3898305084747
channel-25,1444.8983050847457,0.7640813624829231,0.20505626351177525,0.18132303114532253,0.056310160383557115,2740.635593220339,3456.5508474576272,-715.9152542372881
channel-33,1458.8305084745762,0.6186555601697987,0.16590956760838185,0.197009377495921,0.06424562437868876,3032.830508474576,3277.6525423728813,-244.82203389830508
channel-15,1454.3983050847457,0.597308777010292,0.16016329689459483,0.19860713490683807,0.06505390351035562,3154.1101694915255,3393.2203389830506,-239.11016949152543
channel-37,1460.3474576271187,0.8811718216105543,0.23657546109398048,0.2082074916205922,0.06991056568902221,2420.8474576271187,3193.991525423729,-773.1440677966102
channel-34,1458.3559322033898,0.744126710170262,0.19968473594571282,0.20991642842971248,0.07077508864520515,2691.5169491525426,3129.237288135593,-437.72033898305085
channel-36,1460.1440677966102,0.6872423459306211,0.1843722200570099,0.21225466810273483,0.07195796554480577,2818.7881355932204,3127.4322033898306,-308.64406779661016
channel-32,1460.7542372881355,0.44424795108845055,0.11896135396714087,0.21593813844860782,0.07382137246273952,3541.2203389830506,3110.008474576271,431.2118644067797
channel-10,1463.2372881355932,0.6872925701128861,0.18438573974030442,0.2255811075751823,0.07869959155849336,2820.1610169491523,3174.593220338983,-354.43220338983053
channel-5,1463.677966101695,0.5848880908741313,0.15681981303306627,0.23786952317403243,0.08491609840861586,3061.5254237288136,2948.0508474576272,113.47457627118644
channel-31,1461.0,0.7739647470096349,0.20771673945489866,0.2455752689457336,0.08881430814849195,2475.7203389830506,2977.8813559322034,-502.16101694915255
channel-29,1460.1440677966102,0.675767100227876,0.18128323621234907,0.25950188225340043,0.0958595522102422,2827.7457627118642,2763.228813559322,64.51694915254237
channel-35,1456.593220338983,0.8172220884625366,0.21936104166613818,0.2655925962286714,0.09894074399162626,2370.313559322034,2764.5677966101694,-394.2542372881356
channel-30,1456.3898305084747,0.8959754901576846,0.24056041219379531,0.2853472546992611,0.10893430001326197,2324.228813559322,2734.8474576271187,-410.6186440677966
channel-23,1464.5338983050847,0.6436302563862351,0.17263242436773032,0.2905860573862453,0.11158452391951763,2856.4322033898306,2534.7966101694915,321.635593220339
channel-16,1463.457627118644,1.2336743943116841,0.33146447527994227,0.3019854049000078,0.11735126588362098,1544.5084745762713,2472.3728813559323,-927.8644067796611
channel-14,1463.8813559322034,0.8432769763112739,0.22637467167668743,0.3113926367307499,0.12211022936805677,2426.7542372881358,2616.9491525423728,-190.1949152542373
channel-27,1463.677966101695,0.5458626332337884,0.1463146777789533,0.3577723610448045,0.14557296722761387,3268.14406779661,2217.923728813559,1050.2203389830509
channel-11,1465.0,0.9653249370870395,0.2592283629070159,0.3733211859241491,0.15343886137777962,2116.186440677966,2113.0,3.1864406779661016
channel-22,1464.957627118644,0.6045259085697239,0.16210605292521682,0.37890491346447036,0.15626357708049987,2993.6271186440677,2014.9661016949153,978.6610169491526
channel-18,1464.9745762711864,0.5742888596802962,0.1539666406678114,0.48701191649822845,0.21095312753552,3112.923728813559,1721.1186440677966,1391.8050847457628
channel-12,1462.3135593220338,0.8201980184374843,0.22016212251909595,0.4893553677284231,0.2121386408759702,2404.9491525423728,1671.8135593220338,733.1355932203389
channel-13,1464.9915254237287,0.6211151126628636,0.16657164649653633,0.5310987127730795,0.23325591090396433,2966.237288135593,1579.042372881356,1387.1949152542372
channel-9,1462.7966101694915,0.9429351273132193,0.25320132327161926,0.5611526589388304,0.24845970676435866,2200.9745762711864,1441.3305084745762,759.6440677966102
channel-1,1464.5169491525423,0.8918664048442219,0.23945430096285378,0.6306618675083119,0.28362326936873616,2212.3474576271187,1265.3983050847457,946.9491525423729
overall,1464.16875,1.026415870498421,0.275673231387511,0.7750867198696377,0.3566854210196067,1924.48125,1034.175,890.30625
channel-8,1464.7457627118645,1.216120496129082,0.32673919886308017,0.7758878146924539,0.3570906816826738,1542.949152542373,1029.1949152542372,513.7542372881356
channel-17,1465.0,1.6918550690933525,0.454800631994897,0.8567206764634764,0.3979826937465876,758.0932203389831,841.8305084745763,-83.73728813559322
channel-6,1464.9830508474577,1.4695118411919506,0.394948785964892,0.8868946720622238,0.4132472206358582,1194.6271186440679,802.5084745762712,392.1186440677966
channel-2,1462.5338983050847,1.663858461955182,0.44726431692197127,0.9234687562094428,0.4317494468023803,908.4745762711865,743.7881355932203,164.6864406779661
channel-0,1464.9915254237287,1.5321572121671456,0.411812088407198,0.987951846021836,0.46437037879407794,1236.7118644067796,641.1186440677966,595.5932203389831
channel-4,1463.457627118644,1.6452538370804863,0.44225619882475586,1.0075911774690947,0.474305592776028,884.6694915254237,625.9067796610169,258.76271186440675
channel-7,1463.6525423728813,1.628143795976894,0.43765040284272855,1.0505624279030448,0.49604403989576706,1039.3389830508474,579.8305084745763,459.50847457627117
channel-3,1464.7796610169491,1.856484541122545,0.49911670091632926,1.2966590435820846,0.6205402603282748,733.6440677966102,342.6525423728813,390.99152542372883
