Stat,unique_values,score,normalized_score,IV,normalized_iv,QSDA_IDX,IV_IDX,IDX_DIFF
std,1460.9450317124736,0.8061632154442457,0.21638413982206833,0.375785030471591,0.15468527971247875,2594.186046511628,2561.029598308668,33.15644820295983
max,1460.8646934460887,0.7973728355438344,0.21401788621807735,0.3889788399828505,0.16135981041549555,2584.399577167019,2534.3890063424947,50.010570824524315
norm-1,1460.9577167019027,0.9362335925363541,0.251397359051906,0.44711192514729586,0.19076837974947422,2377.010570824524,2277.5581395348836,99.45243128964059
sum,1460.9577167019027,0.9362335925363541,0.251397359051906,0.44711192514729586,0.19076837974947422,2376.934460887949,2277.5581395348836,99.37632135306553
norm-2,1460.9619450317125,0.9517832493296923,0.25558312028690533,0.4770736018014862,0.20592549798523424,2350.632135306554,2195.1458773784357,155.4862579281184
mean,1460.9577167019027,1.1270810452435718,0.30277096040897733,0.5594668297080536,0.24760687355108082,2003.3763213530656,1972.0253699788584,31.350951374207188
